drugbank_id,interactant_id,polypeptide_id,identifier,name
DB00130,BE0002242,P47897,PF04557,tRNA_synt_1c_R2
DB00130,BE0002242,P47897,PF20974,tRNA-synt_1c_C2
DB00130,BE0002244,Q6IA69,PF00795,CN_hydrolase
DB00130,BE0002244,Q6IA69,PF02540,NAD_synthase
DB00131,BE0000352,P23109,PF19326,AMP_deaminase
DB00131,BE0000115,P07741,PF00156,Pribosyltran
DB00134,BE0000304,P31153,PF02773,S-AdoMet_synt_C
DB00134,BE0000304,P31153,PF02772,S-AdoMet_synt_M
DB00134,BE0000304,P31153,PF00438,S-AdoMet_synt_N
DB00134,BE0000432,Q9Y3D2,PF01641,SelR
DB00134,BE0000407,Q00266,PF02773,S-AdoMet_synt_C
DB00134,BE0000407,Q00266,PF02772,S-AdoMet_synt_M
DB00134,BE0000407,Q00266,PF00438,S-AdoMet_synt_N
DB00134,BE0000288,Q9NZV6,PF01641,SelR
DB00134,BE0000170,Q9UJ68,PF01625,PMSR
DB00134,BE0000543,P56192,PF00458,WHEP-TRS
DB00134,BE0000543,P56192,PF09334,tRNA-synt_1g
DB00134,BE0000543,P56192,PF19303,Anticodon_3
DB00134,BE0000543,P56192,PF18485,GST_N_5
DB00134,BE0000543,P56192,PF00043,GST_C
DB00134,BE0002248,Q96GW9,PF09334,tRNA-synt_1g
DB00134,BE0002248,Q96GW9,PF19303,Anticodon_3
DB00134,BE0002178,Q9NZL9,PF04321,RmlD_sub_bind
DB00134,BE0002249,Q9H2M3,PF02574,S-methyl_trans
DB00134,BE0002240,P15104,PF00120,Gln-synt_C
DB00134,BE0002240,P15104,PF03951,Gln-synt_N
DB00134,BE0002176,P42898,PF02219,MTHFR
DB00134,BE0002176,P42898,PF21895,MTHFR_C
DB00136,BE0002250,Q07973,PF00067,p450
DB00136,BE0002638,P08684,PF00067,p450
DB00139,BE0002257,Q99643,PF01127,Sdh_cyt
DB00139,BE0000176,P31040,PF02910,Succ_DH_flav_C
DB00139,BE0000176,P31040,PF00890,FAD_binding_2
DB00139,BE0000355,Q96I99,PF08442,ATP-grasp_2
DB00139,BE0000355,Q96I99,PF00549,Ligase_CoA
DB00139,BE0009980,P13674,PF08336,P4Ha_N
DB00139,BE0009980,P13674,PF13640,2OG-FeII_Oxy_3
DB00139,BE0009980,O15460,PF08336,P4Ha_N
DB00139,BE0009980,O15460,PF13640,2OG-FeII_Oxy_3
DB00139,BE0002195,O60568,PF03171,2OG-FeII_Oxy
DB00139,BE0002202,Q32P28,PF13640,2OG-FeII_Oxy_3
DB00139,BE0002206,Q8IVL5,PF13640,2OG-FeII_Oxy_3
DB00139,BE0002208,Q8IVL6,PF13640,2OG-FeII_Oxy_3
DB00139,BE0002256,P55809,PF01144,CoA_trans
DB00139,BE0000528,Q12797,PF05279,Asp-B-Hydro_N
DB00139,BE0000528,Q12797,PF05118,Asp_Arg_Hydrox
DB00139,BE0000528,Q12797,PF13432,TPR_16
DB00140,BE0002198,P21397,PF01593,Amino_oxidase
DB00140,BE0002176,P42898,PF02219,MTHFR
DB00140,BE0002176,P42898,PF21895,MTHFR_C
DB00143,BE0002189,P09210,PF02798,GST_N
DB00143,BE0002189,P09210,PF00043,GST_C
DB00143,BE0002281,P08263,PF02798,GST_N
DB00143,BE0002281,P08263,PF00043,GST_C
DB00145,BE0000010,P48728,PF01571,GCV_T
DB00145,BE0000010,P48728,PF08669,GCV_T_C
DB00145,BE0000618,P23378,PF02347,GDC-P
DB00145,BE0000618,P23378,PF01212,Beta_elim_lyase
DB00145,BE0000618,P23378,PF21478,GcvP2_C
DB00145,BE0000737,P09622,PF02852,Pyr_redox_dim
DB00145,BE0000737,P09622,PF07992,Pyr_redox_2
DB00145,BE0002302,P23434,PF01597,GCV_H
DB00146,BE0000443,O15528,PF00067,p450
DB00146,BE0002250,Q07973,PF00067,p450
DB00150,BE0001343,P00953,PF00579,tRNA-synt_1b
DB00150,BE0002311,Q9UGM6,PF00579,tRNA-synt_1b
DB00150,BE0000121,P17752,PF00351,Biopterin_H
DB00150,BE0000080,Q8IWU9,PF00351,Biopterin_H
DB00150,BE0000228,P23381,PF00458,WHEP-TRS
DB00150,BE0000228,P23381,PF00579,tRNA-synt_1b
DB00150,BE0000693,P14902,PF01231,IDO
DB00150,BE0003532,P48775,PF03301,Trp_dioxygenase
DB00150,BE0002151,P20711,PF00282,Pyridoxal_deC
DB00152,BE0004673,P13584,PF00067,p450
DB00152,BE0000157,Q9H3S4,PF04265,TPK_B1_binding
DB00152,BE0000157,Q9H3S4,PF04263,TPK_catalytic
DB00152,BE0009876,O75356,PF01150,GDA1_CD39
DB00152,BE0009877,Q9BU02,PF01928,CYTH
DB00153,BE0009671,Q96AT9,PF00834,Ribul_P_3_epim
DB00153,BE0003537,P05108,PF00067,p450
DB00153,BE0002250,Q07973,PF00067,p450
DB00153,BE0000443,O15528,PF00067,p450
DB00153,BE0000549,Q02318,PF00067,p450
DB00153,BE0000524,Q6VVX0,PF00067,p450
DB00157,BE0004352,P14550,PF00248,Aldo_ket_red
DB00157,BE0000227,P07327,PF08240,ADH_N
DB00157,BE0000227,P07327,PF00107,ADH_zinc_N
DB00157,BE0000400,P00325,PF08240,ADH_N
DB00157,BE0000400,P00325,PF00107,ADH_zinc_N
DB00157,BE0000360,P08319,PF08240,ADH_N
DB00157,BE0000360,P08319,PF00107,ADH_zinc_N
DB00157,BE0000009,P11766,PF08240,ADH_N
DB00157,BE0000009,P11766,PF00107,ADH_zinc_N
DB00157,BE0000522,P40394,PF08240,ADH_N
DB00157,BE0000522,P40394,PF00107,ADH_zinc_N
DB00157,BE0002204,P47989,PF00111,Fer2
DB00157,BE0002204,P47989,PF01315,Ald_Xan_dh_C
DB00157,BE0002204,P47989,PF01799,Fer2_2
DB00157,BE0002204,P47989,PF03450,CO_deh_flav_C
DB00157,BE0002204,P47989,PF00941,FAD_binding_5
DB00157,BE0002204,P47989,PF20256,MoCoBD_2
DB00157,BE0002204,P47989,PF02738,MoCoBD_1
DB00157,BE0003539,Q06278,PF00111,Fer2
DB00157,BE0003539,Q06278,PF01315,Ald_Xan_dh_C
DB00157,BE0003539,Q06278,PF01799,Fer2_2
DB00157,BE0003539,Q06278,PF03450,CO_deh_flav_C
DB00157,BE0003539,Q06278,PF00941,FAD_binding_5
DB00157,BE0003539,Q06278,PF20256,MoCoBD_2
DB00157,BE0003539,Q06278,PF02738,MoCoBD_1
DB00157,BE0003545,P28332,PF08240,ADH_N
DB00157,BE0003545,P28332,PF00107,ADH_zinc_N
DB00158,BE0000265,Q92820,PF07722,Peptidase_C26
DB00158,BE0002176,P42898,PF02219,MTHFR
DB00158,BE0002176,P42898,PF21895,MTHFR_C
DB00158,BE0000330,P00374,PF00186,DHFR_1
DB00161,BE0000223,P26640,PF08264,Anticodon_1
DB00161,BE0000223,P26640,PF00133,tRNA-synt_1
DB00161,BE0000223,P26640,PF00043,GST_C
DB00161,BE0000544,P05166,PF01039,Carboxyl_trans
DB00161,BE0000517,P54687,PF01063,Aminotran_4
DB00162,BE0003480,O43174,PF00067,p450
DB00163,BE0000814,P09211,PF14497,GST_C_3
DB00163,BE0000814,P09211,PF02798,GST_N
DB00163,BE0000815,P78417,PF14497,GST_C_3
DB00163,BE0000815,P78417,PF13409,GST_N_2
DB00163,BE0000810,P21266,PF02798,GST_N
DB00163,BE0000810,P21266,PF00043,GST_C
DB00163,BE0000166,P48506,PF03074,GCS
DB00163,BE0001184,P15559,PF02525,Flavodoxin_2
DB00163,BE0000735,P09601,PF01126,Heme_oxygenase
DB00163,BE0002390,P00441,PF00080,Sod_Cu
DB00163,BE0002638,P08684,PF00067,p450
DB00163,BE0002189,P09210,PF02798,GST_N
DB00163,BE0002189,P09210,PF00043,GST_C
DB00165,BE0003543,P04798,PF00067,p450
DB00165,BE0000042,O00764,PF08543,Phos_pyr_kin
DB00165,BE0000278,Q96GD0,PF13344,Hydrolase_6
DB00165,BE0000278,Q96GD0,PF13242,Hydrolase_like
DB00165,BE0003546,P05186,PF00245,Alk_phosphatase
DB00166,BE0002364,P16435,PF00667,FAD_binding_1
DB00166,BE0002364,P16435,PF00258,Flavodoxin_1
DB00166,BE0002364,P16435,PF00175,NAD_binding_1
DB00169,BE0000524,Q6VVX0,PF00067,p450
DB00169,BE0000549,Q02318,PF00067,p450
DB00169,BE0003683,P51589,PF00067,p450
DB00169,BE0002638,P08684,PF00067,p450
DB00169,BE0003537,P05108,PF00067,p450
DB00169,BE0003543,P04798,PF00067,p450
DB00169,BE0002887,P10632,PF00067,p450
DB00170,BE0002433,P05177,PF00067,p450
DB00170,BE0003336,P11509,PF00067,p450
DB00170,BE0001111,Q16678,PF00067,p450
DB00170,BE0003549,P20813,PF00067,p450
DB00170,BE0002887,P10632,PF00067,p450
DB00170,BE0002793,P11712,PF00067,p450
DB00170,BE0003536,P33261,PF00067,p450
DB00170,BE0002363,P10635,PF00067,p450
DB00170,BE0003533,P05181,PF00067,p450
DB00170,BE0002638,P08684,PF00067,p450
DB00170,BE0002362,P20815,PF00067,p450
DB00170,BE0003612,P24462,PF00067,p450
DB00170,BE0002204,P47989,PF00111,Fer2
DB00170,BE0002204,P47989,PF01315,Ald_Xan_dh_C
DB00170,BE0002204,P47989,PF01799,Fer2_2
DB00170,BE0002204,P47989,PF03450,CO_deh_flav_C
DB00170,BE0002204,P47989,PF00941,FAD_binding_5
DB00170,BE0002204,P47989,PF20256,MoCoBD_2
DB00170,BE0002204,P47989,PF02738,MoCoBD_1
DB00170,BE0003539,Q06278,PF00111,Fer2
DB00170,BE0003539,Q06278,PF01315,Ald_Xan_dh_C
DB00170,BE0003539,Q06278,PF01799,Fer2_2
DB00170,BE0003539,Q06278,PF03450,CO_deh_flav_C
DB00170,BE0003539,Q06278,PF00941,FAD_binding_5
DB00170,BE0003539,Q06278,PF20256,MoCoBD_2
DB00170,BE0003539,Q06278,PF02738,MoCoBD_1
DB00170,BE0002176,P42898,PF02219,MTHFR
DB00170,BE0002176,P42898,PF21895,MTHFR_C
DB00170,BE0003543,P04798,PF00067,p450
DB00171,BE0003540,P55263,PF00294,PfkB
DB00172,BE0002330,O43272,PF01619,Pro_dh
DB00173,BE0003541,P22309,PF00201,UDPGT
DB00176,BE0002363,P10635,PF00067,p450
DB00176,BE0002433,P05177,PF00067,p450
DB00176,BE0003543,P04798,PF00067,p450
DB00176,BE0002638,P08684,PF00067,p450
DB00176,BE0004866,P08684,PF00067,p450
DB00176,BE0004866,Q9HB55,PF00067,p450
DB00176,BE0004866,P20815,PF00067,p450
DB00176,BE0004866,P24462,PF00067,p450
DB00176,BE0002793,P11712,PF00067,p450
DB00176,BE0003536,P33261,PF00067,p450
DB00176,BE0003549,P20813,PF00067,p450
DB00177,BE0002793,P11712,PF00067,p450
DB00178,BE0002180,P06276,PF00135,COesterase
DB00178,BE0002180,P06276,PF08674,AChE_tetra
DB00180,BE0002638,P08684,PF00067,p450
DB00182,BE0003336,P11509,PF00067,p450
DB00182,BE0002363,P10635,PF00067,p450
DB00183,BE0002180,P06276,PF00135,COesterase
DB00183,BE0002180,P06276,PF08674,AChE_tetra
DB00184,BE0003543,P04798,PF00067,p450
DB00184,BE0002433,P05177,PF00067,p450
DB00184,BE0003536,P33261,PF00067,p450
DB00184,BE0002887,P10632,PF00067,p450
DB00184,BE0002793,P11712,PF00067,p450
DB00184,BE0002363,P10635,PF00067,p450
DB00184,BE0002638,P08684,PF00067,p450
DB00184,BE0002198,P21397,PF01593,Amino_oxidase
DB00184,BE0002196,P27338,PF01593,Amino_oxidase
DB00184,BE0003336,P11509,PF00067,p450
DB00184,BE0003533,P05181,PF00067,p450
DB00184,BE0003534,Q16696,PF00067,p450
DB00184,BE0003549,P20813,PF00067,p450
DB00185,BE0002363,P10635,PF00067,p450
DB00185,BE0002638,P08684,PF00067,p450
DB00185,BE0003609,Q01740,PF00743,FMO-like
DB00186,BE0004696,P54855,PF00201,UDPGT
DB00187,BE0002363,P10635,PF00067,p450
DB00188,BE0002638,P08684,PF00067,p450
DB00188,BE0003536,P33261,PF00067,p450
DB00188,BE0002363,P10635,PF00067,p450
DB00188,BE0002433,P05177,PF00067,p450
DB00188,BE0002793,P11712,PF00067,p450
DB00191,BE0002638,P08684,PF00067,p450
DB00193,BE0003549,P20813,PF00067,p450
DB00193,BE0003541,P22309,PF00201,UDPGT
DB00193,BE0002363,P10635,PF00067,p450
DB00193,BE0002638,P08684,PF00067,p450
DB00194,BE0002214,P00813,PF00962,A_deaminase
DB00195,BE0002363,P10635,PF00067,p450
DB00195,BE0002433,P05177,PF00067,p450
DB00196,BE0002362,P20815,PF00067,p450
DB00196,BE0002638,P08684,PF00067,p450
DB00196,BE0002793,P11712,PF00067,p450
DB00196,BE0003536,P33261,PF00067,p450
DB00197,BE0002090,P11511,PF00067,p450
DB00197,BE0003543,P04798,PF00067,p450
DB00197,BE0003549,P20813,PF00067,p450
DB00197,BE0002793,P11712,PF00067,p450
DB00197,BE0002362,P20815,PF00067,p450
DB00197,BE0003612,P24462,PF00067,p450
DB00197,BE0003677,P35503,PF00201,UDPGT
DB00197,BE0003544,P22310,PF00201,UDPGT
DB00197,BE0004694,P19224,PF00201,UDPGT
DB00197,BE0004695,Q9HAW7,PF00201,UDPGT
DB00197,BE0003682,Q9HAW9,PF00201,UDPGT
DB00197,BE0003538,O60656,PF00201,UDPGT
DB00197,BE0003678,Q9HAW8,PF00201,UDPGT
DB00197,BE0003679,P16662,PF00201,UDPGT
DB00197,BE0004696,P54855,PF00201,UDPGT
DB00197,BE0002638,P08684,PF00067,p450
DB00197,BE0003536,P33261,PF00067,p450
DB00197,BE0003541,P22309,PF00201,UDPGT
DB00197,BE0002887,P10632,PF00067,p450
DB00198,BE0002705,P23141,PF00135,COesterase
DB00199,BE0002362,P20815,PF00067,p450
DB00199,BE0002638,P08684,PF00067,p450
DB00199,BE0003612,P24462,PF00067,p450
DB00201,BE0002433,P05177,PF00067,p450
DB00201,BE0002638,P08684,PF00067,p450
DB00201,BE0003533,P05181,PF00067,p450
DB00201,BE0002887,P10632,PF00067,p450
DB00201,BE0002793,P11712,PF00067,p450
DB00201,BE0003543,P04798,PF00067,p450
DB00201,BE0001111,Q16678,PF00067,p450
DB00201,BE0002363,P10635,PF00067,p450
DB00202,BE0002180,P06276,PF00135,COesterase
DB00202,BE0002180,P06276,PF08674,AChE_tetra
DB00203,BE0002638,P08684,PF00067,p450
DB00203,BE0002362,P20815,PF00067,p450
DB00203,BE0003612,P24462,PF00067,p450
DB00203,BE0002793,P11712,PF00067,p450
DB00203,BE0003536,P33261,PF00067,p450
DB00203,BE0002363,P10635,PF00067,p450
DB00203,BE0003533,P05181,PF00067,p450
DB00204,BE0002638,P08684,PF00067,p450
DB00205,BE0002887,P10632,PF00067,p450
DB00206,BE0002362,P20815,PF00067,p450
DB00207,BE0002638,P08684,PF00067,p450
DB00208,BE0003536,P33261,PF00067,p450
DB00208,BE0002363,P10635,PF00067,p450
DB00208,BE0001075,P05164,PF03098,An_peroxidase
DB00208,BE0002793,P11712,PF00067,p450
DB00208,BE0002887,P10632,PF00067,p450
DB00208,BE0002433,P05177,PF00067,p450
DB00208,BE0003549,P20813,PF00067,p450
DB00208,BE0003533,P05181,PF00067,p450
DB00209,BE0002363,P10635,PF00067,p450
DB00211,BE0002363,P10635,PF00067,p450
DB00213,BE0003536,P33261,PF00067,p450
DB00213,BE0002638,P08684,PF00067,p450
DB00214,BE0002887,P10632,PF00067,p450
DB00214,BE0002793,P11712,PF00067,p450
DB00215,BE0002638,P08684,PF00067,p450
DB00215,BE0003536,P33261,PF00067,p450
DB00215,BE0002363,P10635,PF00067,p450
DB00215,BE0002433,P05177,PF00067,p450
DB00215,BE0002198,P21397,PF01593,Amino_oxidase
DB00215,BE0002196,P27338,PF01593,Amino_oxidase
DB00215,BE0003539,Q06278,PF00111,Fer2
DB00215,BE0003539,Q06278,PF01315,Ald_Xan_dh_C
DB00215,BE0003539,Q06278,PF01799,Fer2_2
DB00215,BE0003539,Q06278,PF03450,CO_deh_flav_C
DB00215,BE0003539,Q06278,PF00941,FAD_binding_5
DB00215,BE0003539,Q06278,PF20256,MoCoBD_2
DB00215,BE0003539,Q06278,PF02738,MoCoBD_1
DB00216,BE0002363,P10635,PF00067,p450
DB00216,BE0002793,P11712,PF00067,p450
DB00216,BE0003536,P33261,PF00067,p450
DB00216,BE0003336,P11509,PF00067,p450
DB00216,BE0000017,P23219,PF03098,An_peroxidase
DB00216,BE0002638,P08684,PF00067,p450
DB00218,BE0002433,P05177,PF00067,p450
DB00220,BE0002638,P08684,PF00067,p450
DB00220,BE0003612,P24462,PF00067,p450
DB00220,BE0002362,P20815,PF00067,p450
DB00220,BE0003549,P20813,PF00067,p450
DB00220,BE0003536,P33261,PF00067,p450
DB00220,BE0003541,P22309,PF00201,UDPGT
DB00220,BE0002793,P11712,PF00067,p450
DB00220,BE0002363,P10635,PF00067,p450
DB00222,BE0002793,P11712,PF00067,p450
DB00224,BE0002363,P10635,PF00067,p450
DB00224,BE0003541,P22309,PF00201,UDPGT
DB00224,BE0002638,P08684,PF00067,p450
DB00224,BE0002362,P20815,PF00067,p450
DB00224,BE0003612,P24462,PF00067,p450
DB00227,BE0002638,P08684,PF00067,p450
DB00227,BE0003562,Q15166,PF01731,Arylesterase
DB00227,BE0002887,P10632,PF00067,p450
DB00227,BE0003541,P22309,PF00201,UDPGT
DB00227,BE0003677,P35503,PF00201,UDPGT
DB00227,BE0003679,P16662,PF00201,UDPGT
DB00227,BE0003536,P33261,PF00067,p450
DB00228,BE0003533,P05181,PF00067,p450
DB00231,BE0002638,P08684,PF00067,p450
DB00231,BE0003549,P20813,PF00067,p450
DB00231,BE0002793,P11712,PF00067,p450
DB00233,BE0001075,P05164,PF03098,An_peroxidase
DB00234,BE0002638,P08684,PF00067,p450
DB00234,BE0002363,P10635,PF00067,p450
DB00238,BE0002363,P10635,PF00067,p450
DB00238,BE0002433,P05177,PF00067,p450
DB00238,BE0003612,P24462,PF00067,p450
DB00238,BE0002638,P08684,PF00067,p450
DB00238,BE0003549,P20813,PF00067,p450
DB00238,BE0002362,P20815,PF00067,p450
