drugbank_id,interactant_id,polypeptide_id,resource,identifier
DB00080,BE0000952,P01009,GeneCards,SERPINA1
DB00080,BE0000952,P01009,GenBank Gene Database,K01396
DB00080,BE0000952,P01009,GenBank Protein Database,177829
DB00080,BE0000952,P01009,UniProtKB,P01009
DB00080,BE0000952,P01009,UniProt Accession,A1AT_HUMAN
DB00080,BE0000499,P01130,HUGO Gene Nomenclature Committee (HGNC),HGNC:6547
DB00080,BE0000499,P01130,GenAtlas,LDLR
DB00080,BE0000499,P01130,GeneCards,LDLR
DB00080,BE0000499,P01130,GenBank Gene Database,L00352
DB00080,BE0000499,P01130,GenBank Protein Database,307121
DB00080,BE0000499,P01130,UniProtKB,P01130
DB00080,BE0000499,P01130,UniProt Accession,LDLR_HUMAN
DB00080,BE0000685,P04278,HUGO Gene Nomenclature Committee (HGNC),HGNC:10839
DB00080,BE0000685,P04278,GenAtlas,SHBG
DB00080,BE0000685,P04278,GeneCards,SHBG
DB00080,BE0000685,P04278,GenBank Gene Database,X16349
DB00080,BE0000685,P04278,GenBank Protein Database,296673
DB00080,BE0000685,P04278,UniProtKB,P04278
DB00080,BE0000685,P04278,UniProt Accession,SHBG_HUMAN
DB00080,BE0009909,P02790,HUGO Gene Nomenclature Committee (HGNC),HGNC:5171
DB00080,BE0009909,P02790,GeneCards,HPX
DB00080,BE0009909,P02790,UniProtKB,P02790
DB00080,BE0009909,P02790,UniProt Accession,HEMO_HUMAN
DB00083,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00083,BE0000530,P02768,GenAtlas,ALB
DB00083,BE0000530,P02768,GeneCards,ALB
DB00083,BE0000530,P02768,GenBank Gene Database,V00494
DB00083,BE0000530,P02768,GenBank Protein Database,28590
DB00083,BE0000530,P02768,UniProtKB,P02768
DB00083,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00104,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00104,BE0000530,P02768,GenAtlas,ALB
DB00104,BE0000530,P02768,GeneCards,ALB
DB00104,BE0000530,P02768,GenBank Gene Database,V00494
DB00104,BE0000530,P02768,GenBank Protein Database,28590
DB00104,BE0000530,P02768,UniProtKB,P02768
DB00104,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00107,BE0000751,P01178,HUGO Gene Nomenclature Committee (HGNC),HGNC:8528
DB00107,BE0000751,P01178,GenAtlas,OXT
DB00107,BE0000751,P01178,GeneCards,OXT
DB00107,BE0000751,P01178,GenBank Gene Database,M25650
DB00107,BE0000751,P01178,GenBank Protein Database,189411
DB00107,BE0000751,P01178,UniProtKB,P01178
DB00107,BE0000751,P01178,UniProt Accession,NEU1_HUMAN
DB00126,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00126,BE0000530,P02768,GenAtlas,ALB
DB00126,BE0000530,P02768,GeneCards,ALB
DB00126,BE0000530,P02768,GenBank Gene Database,V00494
DB00126,BE0000530,P02768,GenBank Protein Database,28590
DB00126,BE0000530,P02768,UniProtKB,P02768
DB00126,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00132,BE0001821,O15540,HUGO Gene Nomenclature Committee (HGNC),HGNC:3562
DB00132,BE0001821,O15540,GenAtlas,FABP7
DB00132,BE0001821,O15540,GeneCards,FABP7
DB00132,BE0001821,O15540,GenBank Gene Database,AJ002962
DB00132,BE0001821,O15540,GenBank Protein Database,2632065
DB00132,BE0001821,O15540,UniProtKB,O15540
DB00132,BE0001821,O15540,UniProt Accession,FABP7_HUMAN
DB00136,BE0001141,P02774,HUGO Gene Nomenclature Committee (HGNC),HGNC:4187
DB00136,BE0001141,P02774,GenAtlas,GC
DB00136,BE0001141,P02774,GeneCards,GC
DB00136,BE0001141,P02774,GenBank Gene Database,L10641
DB00136,BE0001141,P02774,GenBank Protein Database,639896
DB00136,BE0001141,P02774,UniProtKB,P02774
DB00136,BE0001141,P02774,UniProt Accession,VTDB_HUMAN
DB00137,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00137,BE0000530,P02768,GenAtlas,ALB
DB00137,BE0000530,P02768,GeneCards,ALB
DB00137,BE0000530,P02768,GenBank Gene Database,V00494
DB00137,BE0000530,P02768,GenBank Protein Database,28590
DB00137,BE0000530,P02768,UniProtKB,P02768
DB00137,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00152,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00152,BE0000530,P02768,GenAtlas,ALB
DB00152,BE0000530,P02768,GeneCards,ALB
DB00152,BE0000530,P02768,GenBank Gene Database,V00494
DB00152,BE0000530,P02768,GenBank Protein Database,28590
DB00152,BE0000530,P02768,UniProtKB,P02768
DB00152,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00153,BE0001141,P02774,HUGO Gene Nomenclature Committee (HGNC),HGNC:4187
DB00153,BE0001141,P02774,GenAtlas,GC
DB00153,BE0001141,P02774,GeneCards,GC
DB00153,BE0001141,P02774,GenBank Gene Database,L10641
DB00153,BE0001141,P02774,GenBank Protein Database,639896
DB00153,BE0001141,P02774,UniProtKB,P02774
DB00153,BE0001141,P02774,UniProt Accession,VTDB_HUMAN
DB00154,BE0001821,O15540,HUGO Gene Nomenclature Committee (HGNC),HGNC:3562
DB00154,BE0001821,O15540,GenAtlas,FABP7
DB00154,BE0001821,O15540,GeneCards,FABP7
DB00154,BE0001821,O15540,GenBank Gene Database,AJ002962
DB00154,BE0001821,O15540,GenBank Protein Database,2632065
DB00154,BE0001821,O15540,UniProtKB,O15540
DB00154,BE0001821,O15540,UniProt Accession,FABP7_HUMAN
DB00159,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00159,BE0000530,P02768,GenAtlas,ALB
DB00159,BE0000530,P02768,GeneCards,ALB
DB00159,BE0000530,P02768,GenBank Gene Database,V00494
DB00159,BE0000530,P02768,GenBank Protein Database,28590
DB00159,BE0000530,P02768,UniProtKB,P02768
DB00159,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00162,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00162,BE0000530,P02768,GenAtlas,ALB
DB00162,BE0000530,P02768,GeneCards,ALB
DB00162,BE0000530,P02768,GenBank Gene Database,V00494
DB00162,BE0000530,P02768,GenBank Protein Database,28590
DB00162,BE0000530,P02768,UniProtKB,P02768
DB00162,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00162,BE0000786,P12271,HUGO Gene Nomenclature Committee (HGNC),HGNC:10024
DB00162,BE0000786,P12271,GenAtlas,RLBP1
DB00162,BE0000786,P12271,GeneCards,RLBP1
DB00162,BE0000786,P12271,GenBank Gene Database,J04213
DB00162,BE0000786,P12271,GenBank Protein Database,190854
DB00162,BE0000786,P12271,UniProtKB,P12271
DB00162,BE0000786,P12271,UniProt Accession,RLBP1_HUMAN
DB00162,BE0000255,P10745,HUGO Gene Nomenclature Committee (HGNC),HGNC:9921
DB00162,BE0000255,P10745,GenAtlas,RBP3
DB00162,BE0000255,P10745,GeneCards,RBP3
DB00162,BE0000255,P10745,GenBank Gene Database,M33875
DB00162,BE0000255,P10745,GenBank Protein Database,186541
DB00162,BE0000255,P10745,UniProtKB,P10745
DB00162,BE0000255,P10745,UniProt Accession,RET3_HUMAN
DB00162,BE0000301,P09455,HUGO Gene Nomenclature Committee (HGNC),HGNC:9919
DB00162,BE0000301,P09455,GenAtlas,RBP1
DB00162,BE0000301,P09455,GeneCards,RBP1
DB00162,BE0000301,P09455,GenBank Gene Database,M11433
DB00162,BE0000301,P09455,GenBank Protein Database,190948
DB00162,BE0000301,P09455,UniProtKB,P09455
DB00162,BE0000301,P09455,UniProt Accession,RET1_HUMAN
DB00162,BE0000682,P82980,HUGO Gene Nomenclature Committee (HGNC),HGNC:15847
DB00162,BE0000682,P82980,GenAtlas,RBP5
DB00162,BE0000682,P82980,GeneCards,RBP5
DB00162,BE0000682,P82980,GenBank Gene Database,AY007436
DB00162,BE0000682,P82980,GenBank Protein Database,13447447
DB00162,BE0000682,P82980,UniProtKB,P82980
DB00162,BE0000682,P82980,UniProt Accession,RET5_HUMAN
DB00162,BE0000532,Q96R05,HUGO Gene Nomenclature Committee (HGNC),HGNC:30316
DB00162,BE0000532,Q96R05,GenAtlas,RBP7
DB00162,BE0000532,Q96R05,GeneCards,RBP7
DB00162,BE0000532,Q96R05,GenBank Gene Database,AY145438
DB00162,BE0000532,Q96R05,GenBank Protein Database,24559768
DB00162,BE0000532,Q96R05,UniProtKB,Q96R05
DB00162,BE0000532,Q96R05,UniProt Accession,RET7_HUMAN
DB00162,BE0000314,P02753,HUGO Gene Nomenclature Committee (HGNC),HGNC:9922
DB00162,BE0000314,P02753,GenAtlas,RBP4
DB00162,BE0000314,P02753,GeneCards,RBP4
DB00162,BE0000314,P02753,GenBank Gene Database,X00129
DB00162,BE0000314,P02753,GenBank Protein Database,35897
DB00162,BE0000314,P02753,Guide to Pharmacology,2549
DB00162,BE0000314,P02753,UniProtKB,P02753
DB00162,BE0000314,P02753,UniProt Accession,RET4_HUMAN
DB00162,BE0000505,P50120,HUGO Gene Nomenclature Committee (HGNC),HGNC:9920
DB00162,BE0000505,P50120,GenAtlas,RBP2
DB00162,BE0000505,P50120,GeneCards,RBP2
DB00162,BE0000505,P50120,GenBank Gene Database,U13831
DB00162,BE0000505,P50120,GenBank Protein Database,535390
DB00162,BE0000505,P50120,UniProtKB,P50120
DB00162,BE0000505,P50120,UniProt Accession,RET2_HUMAN
DB00163,BE0000256,O76054,HUGO Gene Nomenclature Committee (HGNC),HGNC:10699
DB00163,BE0000256,O76054,GenAtlas,SEC14L2
DB00163,BE0000256,O76054,GeneCards,SEC14L2
DB00163,BE0000256,O76054,GenBank Gene Database,AL096881
DB00163,BE0000256,O76054,GenBank Protein Database,5596693
DB00163,BE0000256,O76054,UniProtKB,O76054
DB00163,BE0000256,O76054,UniProt Accession,S14L2_HUMAN
DB00163,BE0000339,Q9UDX4,HUGO Gene Nomenclature Committee (HGNC),HGNC:18655
DB00163,BE0000339,Q9UDX4,GenAtlas,SEC14L3
DB00163,BE0000339,Q9UDX4,GeneCards,SEC14L3
DB00163,BE0000339,Q9UDX4,GenBank Gene Database,AY158086
DB00163,BE0000339,Q9UDX4,GenBank Protein Database,27803382
DB00163,BE0000339,Q9UDX4,UniProtKB,Q9UDX4
DB00163,BE0000339,Q9UDX4,UniProt Accession,S14L3_HUMAN
DB00163,BE0009656,P55058,HUGO Gene Nomenclature Committee (HGNC),HGNC:9093
DB00163,BE0009656,P55058,GeneCards,PLTP
DB00163,BE0009656,P55058,UniProtKB,P55058
DB00163,BE0009656,P55058,UniProt Accession,PLTP_HUMAN
DB00163,BE0000643,P49638,HUGO Gene Nomenclature Committee (HGNC),HGNC:12404
DB00163,BE0000643,P49638,GenAtlas,TTPA
DB00163,BE0000643,P49638,GeneCards,TTPA
DB00163,BE0000643,P49638,GenBank Gene Database,D49488
DB00163,BE0000643,P49638,GenBank Protein Database,699601
DB00163,BE0000643,P49638,UniProtKB,P49638
DB00163,BE0000643,P49638,UniProt Accession,TTPA_HUMAN
DB00165,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00165,BE0000530,P02768,GenAtlas,ALB
DB00165,BE0000530,P02768,GeneCards,ALB
DB00165,BE0000530,P02768,GenBank Gene Database,V00494
DB00165,BE0000530,P02768,GenBank Protein Database,28590
DB00165,BE0000530,P02768,UniProtKB,P02768
DB00165,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00169,BE0001141,P02774,HUGO Gene Nomenclature Committee (HGNC),HGNC:4187
DB00169,BE0001141,P02774,GenAtlas,GC
DB00169,BE0001141,P02774,GeneCards,GC
DB00169,BE0001141,P02774,GenBank Gene Database,L10641
DB00169,BE0001141,P02774,GenBank Protein Database,639896
DB00169,BE0001141,P02774,UniProtKB,P02774
DB00169,BE0001141,P02774,UniProt Accession,VTDB_HUMAN
DB00180,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00180,BE0000209,P08185,GenAtlas,SERPINA6
DB00180,BE0000209,P08185,GeneCards,SERPINA6
DB00180,BE0000209,P08185,GenBank Gene Database,J02943
DB00180,BE0000209,P08185,GenBank Protein Database,179971
DB00180,BE0000209,P08185,UniProtKB,P08185
DB00180,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00200,BE0000362,P20062,HUGO Gene Nomenclature Committee (HGNC),HGNC:11653
DB00200,BE0000362,P20062,GenAtlas,TCN2
DB00200,BE0000362,P20062,GeneCards,TCN2
DB00200,BE0000362,P20062,GenBank Gene Database,M60396
DB00200,BE0000362,P20062,GenBank Protein Database,339196
DB00200,BE0000362,P20062,UniProtKB,P20062
DB00200,BE0000362,P20062,UniProt Accession,TCO2_HUMAN
DB00214,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00214,BE0000530,P02768,GenAtlas,ALB
DB00214,BE0000530,P02768,GeneCards,ALB
DB00214,BE0000530,P02768,GenBank Gene Database,V00494
DB00214,BE0000530,P02768,GenBank Protein Database,28590
DB00214,BE0000530,P02768,UniProtKB,P02768
DB00214,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00220,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00220,BE0000530,P02768,GenAtlas,ALB
DB00220,BE0000530,P02768,GeneCards,ALB
DB00220,BE0000530,P02768,GenBank Gene Database,V00494
DB00220,BE0000530,P02768,GenBank Protein Database,28590
DB00220,BE0000530,P02768,UniProtKB,P02768
DB00220,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00220,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00220,BE0000925,P02763,GenAtlas,ORM1
DB00220,BE0000925,P02763,GeneCards,ORM1
DB00220,BE0000925,P02763,GenBank Gene Database,X02544
DB00220,BE0000925,P02763,GenBank Protein Database,757907
DB00220,BE0000925,P02763,UniProtKB,P02763
DB00220,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00227,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00227,BE0000530,P02768,GenAtlas,ALB
DB00227,BE0000530,P02768,GeneCards,ALB
DB00227,BE0000530,P02768,GenBank Gene Database,V00494
DB00227,BE0000530,P02768,GenBank Protein Database,28590
DB00227,BE0000530,P02768,UniProtKB,P02768
DB00227,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00228,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00228,BE0000530,P02768,GenAtlas,ALB
DB00228,BE0000530,P02768,GeneCards,ALB
DB00228,BE0000530,P02768,GenBank Gene Database,V00494
DB00228,BE0000530,P02768,GenBank Protein Database,28590
DB00228,BE0000530,P02768,UniProtKB,P02768
DB00228,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00237,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00237,BE0000530,P02768,GenAtlas,ALB
DB00237,BE0000530,P02768,GeneCards,ALB
DB00237,BE0000530,P02768,GenBank Gene Database,V00494
DB00237,BE0000530,P02768,GenBank Protein Database,28590
DB00237,BE0000530,P02768,UniProtKB,P02768
DB00237,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00238,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00238,BE0000530,P02768,GenAtlas,ALB
DB00238,BE0000530,P02768,GeneCards,ALB
DB00238,BE0000530,P02768,GenBank Gene Database,V00494
DB00238,BE0000530,P02768,GenBank Protein Database,28590
DB00238,BE0000530,P02768,UniProtKB,P02768
DB00238,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00240,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00240,BE0000209,P08185,GenAtlas,SERPINA6
DB00240,BE0000209,P08185,GeneCards,SERPINA6
DB00240,BE0000209,P08185,GenBank Gene Database,J02943
DB00240,BE0000209,P08185,GenBank Protein Database,179971
DB00240,BE0000209,P08185,UniProtKB,P08185
DB00240,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00243,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00243,BE0000925,P02763,GenAtlas,ORM1
DB00243,BE0000925,P02763,GeneCards,ORM1
DB00243,BE0000925,P02763,GenBank Gene Database,X02544
DB00243,BE0000925,P02763,GenBank Protein Database,757907
DB00243,BE0000925,P02763,UniProtKB,P02763
DB00243,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00245,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00245,BE0000530,P02768,GenAtlas,ALB
DB00245,BE0000530,P02768,GeneCards,ALB
DB00245,BE0000530,P02768,GenBank Gene Database,V00494
DB00245,BE0000530,P02768,GenBank Protein Database,28590
DB00245,BE0000530,P02768,UniProtKB,P02768
DB00245,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00246,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00246,BE0000530,P02768,GenAtlas,ALB
DB00246,BE0000530,P02768,GeneCards,ALB
DB00246,BE0000530,P02768,GenBank Gene Database,V00494
DB00246,BE0000530,P02768,GenBank Protein Database,28590
DB00246,BE0000530,P02768,UniProtKB,P02768
DB00246,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00246,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00246,BE0000925,P02763,GenAtlas,ORM1
DB00246,BE0000925,P02763,GeneCards,ORM1
DB00246,BE0000925,P02763,GenBank Gene Database,X02544
DB00246,BE0000925,P02763,GenBank Protein Database,757907
DB00246,BE0000925,P02763,UniProtKB,P02763
DB00246,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00252,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00252,BE0000530,P02768,GenAtlas,ALB
DB00252,BE0000530,P02768,GeneCards,ALB
DB00252,BE0000530,P02768,GenBank Gene Database,V00494
DB00252,BE0000530,P02768,GenBank Protein Database,28590
DB00252,BE0000530,P02768,UniProtKB,P02768
DB00252,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00252,BE0000537,P05543,HUGO Gene Nomenclature Committee (HGNC),HGNC:11583
DB00252,BE0000537,P05543,GenAtlas,SERPINA7
DB00252,BE0000537,P05543,GeneCards,SERPINA7
DB00252,BE0000537,P05543,GenBank Gene Database,M14091
DB00252,BE0000537,P05543,GenBank Protein Database,338697
DB00252,BE0000537,P05543,UniProtKB,P05543
DB00252,BE0000537,P05543,UniProt Accession,THBG_HUMAN
DB00253,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00253,BE0000209,P08185,GenAtlas,SERPINA6
DB00253,BE0000209,P08185,GeneCards,SERPINA6
DB00253,BE0000209,P08185,GenBank Gene Database,J02943
DB00253,BE0000209,P08185,GenBank Protein Database,179971
DB00253,BE0000209,P08185,UniProtKB,P08185
DB00253,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00254,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00254,BE0000530,P02768,GenAtlas,ALB
DB00254,BE0000530,P02768,GeneCards,ALB
DB00254,BE0000530,P02768,GenBank Gene Database,V00494
DB00254,BE0000530,P02768,GenBank Protein Database,28590
DB00254,BE0000530,P02768,UniProtKB,P02768
DB00254,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00255,BE0000337,P02766,HUGO Gene Nomenclature Committee (HGNC),HGNC:12405
DB00255,BE0000337,P02766,GenAtlas,TTR
DB00255,BE0000337,P02766,GeneCards,TTR
DB00255,BE0000337,P02766,GenBank Gene Database,K02091
DB00255,BE0000337,P02766,GenBank Protein Database,189582
DB00255,BE0000337,P02766,Guide to Pharmacology,2851
DB00255,BE0000337,P02766,UniProtKB,P02766
DB00255,BE0000337,P02766,UniProt Accession,TTHY_HUMAN
DB00264,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00264,BE0000530,P02768,GenAtlas,ALB
DB00264,BE0000530,P02768,GeneCards,ALB
DB00264,BE0000530,P02768,GenBank Gene Database,V00494
DB00264,BE0000530,P02768,GenBank Protein Database,28590
DB00264,BE0000530,P02768,UniProtKB,P02768
DB00264,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00266,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00266,BE0000530,P02768,GenAtlas,ALB
DB00266,BE0000530,P02768,GeneCards,ALB
DB00266,BE0000530,P02768,GenBank Gene Database,V00494
DB00266,BE0000530,P02768,GenBank Protein Database,28590
DB00266,BE0000530,P02768,UniProtKB,P02768
DB00266,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00273,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00273,BE0000530,P02768,GenAtlas,ALB
DB00273,BE0000530,P02768,GeneCards,ALB
DB00273,BE0000530,P02768,GenBank Gene Database,V00494
DB00273,BE0000530,P02768,GenBank Protein Database,28590
DB00273,BE0000530,P02768,UniProtKB,P02768
DB00273,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00274,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00274,BE0000530,P02768,GenAtlas,ALB
DB00274,BE0000530,P02768,GeneCards,ALB
DB00274,BE0000530,P02768,GenBank Gene Database,V00494
DB00274,BE0000530,P02768,GenBank Protein Database,28590
DB00274,BE0000530,P02768,UniProtKB,P02768
DB00274,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00278,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00278,BE0000530,P02768,GenAtlas,ALB
DB00278,BE0000530,P02768,GeneCards,ALB
DB00278,BE0000530,P02768,GenBank Gene Database,V00494
DB00278,BE0000530,P02768,GenBank Protein Database,28590
DB00278,BE0000530,P02768,UniProtKB,P02768
DB00278,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00278,BE0004879,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00278,BE0004879,P02763,GenAtlas,ORM1
DB00278,BE0004879,P02763,GeneCards,ORM1
DB00278,BE0004879,P02763,GenBank Gene Database,X02544
DB00278,BE0004879,P02763,GenBank Protein Database,757907
DB00278,BE0004879,P02763,UniProtKB,P02763
DB00278,BE0004879,P02763,UniProt Accession,A1AG1_HUMAN
DB00278,BE0004879,P19652,HUGO Gene Nomenclature Committee (HGNC),HGNC:8499
DB00278,BE0004879,P19652,GeneCards,ORM2
DB00278,BE0004879,P19652,GenBank Gene Database,BC015964
DB00278,BE0004879,P19652,GenBank Protein Database,16359000
DB00278,BE0004879,P19652,UniProtKB,P19652
DB00278,BE0004879,P19652,UniProt Accession,A1AG2_HUMAN
DB00279,BE0000337,P02766,HUGO Gene Nomenclature Committee (HGNC),HGNC:12405
DB00279,BE0000337,P02766,GenAtlas,TTR
DB00279,BE0000337,P02766,GeneCards,TTR
DB00279,BE0000337,P02766,GenBank Gene Database,K02091
DB00279,BE0000337,P02766,GenBank Protein Database,189582
DB00279,BE0000337,P02766,Guide to Pharmacology,2851
DB00279,BE0000337,P02766,UniProtKB,P02766
DB00279,BE0000337,P02766,UniProt Accession,TTHY_HUMAN
DB00279,BE0000537,P05543,HUGO Gene Nomenclature Committee (HGNC),HGNC:11583
DB00279,BE0000537,P05543,GenAtlas,SERPINA7
DB00279,BE0000537,P05543,GeneCards,SERPINA7
DB00279,BE0000537,P05543,GenBank Gene Database,M14091
DB00279,BE0000537,P05543,GenBank Protein Database,338697
DB00279,BE0000537,P05543,UniProtKB,P05543
DB00279,BE0000537,P05543,UniProt Accession,THBG_HUMAN
DB00279,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00279,BE0000530,P02768,GenAtlas,ALB
DB00279,BE0000530,P02768,GeneCards,ALB
DB00279,BE0000530,P02768,GenBank Gene Database,V00494
DB00279,BE0000530,P02768,GenBank Protein Database,28590
DB00279,BE0000530,P02768,UniProtKB,P02768
DB00279,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00280,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00280,BE0000925,P02763,GenAtlas,ORM1
DB00280,BE0000925,P02763,GeneCards,ORM1
DB00280,BE0000925,P02763,GenBank Gene Database,X02544
DB00280,BE0000925,P02763,GenBank Protein Database,757907
DB00280,BE0000925,P02763,UniProtKB,P02763
DB00280,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00286,BE0000537,P05543,HUGO Gene Nomenclature Committee (HGNC),HGNC:11583
DB00286,BE0000537,P05543,GenAtlas,SERPINA7
DB00286,BE0000537,P05543,GeneCards,SERPINA7
DB00286,BE0000537,P05543,GenBank Gene Database,M14091
DB00286,BE0000537,P05543,GenBank Protein Database,338697
DB00286,BE0000537,P05543,UniProtKB,P05543
DB00286,BE0000537,P05543,UniProt Accession,THBG_HUMAN
DB00286,BE0000685,P04278,HUGO Gene Nomenclature Committee (HGNC),HGNC:10839
