drugbank_id,interactant_id,polypeptide_id,resource,identifier
DB00041,BE0002638,P08684,GeneCards,CYP3A4
DB00041,BE0002638,P08684,GenBank Gene Database,M18907
DB00041,BE0002638,P08684,Guide to Pharmacology,1337
DB00041,BE0002638,P08684,UniProtKB,P08684
DB00041,BE0002638,P08684,UniProt Accession,CP3A4_HUMAN
DB00041,BE0002204,P47989,HUGO Gene Nomenclature Committee (HGNC),HGNC:12805
DB00041,BE0002204,P47989,GenAtlas,XDH
DB00041,BE0002204,P47989,GeneCards,XDH
DB00041,BE0002204,P47989,GenBank Gene Database,D11456
DB00041,BE0002204,P47989,GenBank Protein Database,10336525
DB00041,BE0002204,P47989,Guide to Pharmacology,2646
DB00041,BE0002204,P47989,UniProtKB,P47989
DB00041,BE0002204,P47989,UniProt Accession,XDH_HUMAN
DB00041,BE0003533,P05181,HUGO Gene Nomenclature Committee (HGNC),HGNC:2631
DB00041,BE0003533,P05181,GeneCards,CYP2E1
DB00041,BE0003533,P05181,GenBank Gene Database,J02625
DB00041,BE0003533,P05181,GenBank Protein Database,181360
DB00041,BE0003533,P05181,Guide to Pharmacology,1330
DB00041,BE0003533,P05181,UniProtKB,P05181
DB00041,BE0003533,P05181,UniProt Accession,CP2E1_HUMAN
DB00046,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00046,BE0002433,P05177,GenAtlas,CYP1A2
DB00046,BE0002433,P05177,GeneCards,CYP1A2
DB00046,BE0002433,P05177,GenBank Gene Database,Z00036
DB00046,BE0002433,P05177,Guide to Pharmacology,1319
DB00046,BE0002433,P05177,UniProtKB,P05177
DB00046,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00046,BE0001183,P14735,HUGO Gene Nomenclature Committee (HGNC),HGNC:5381
DB00046,BE0001183,P14735,GenAtlas,IDE
DB00046,BE0001183,P14735,GeneCards,IDE
DB00046,BE0001183,P14735,GenBank Gene Database,M21188
DB00046,BE0001183,P14735,GenBank Protein Database,184556
DB00046,BE0001183,P14735,Guide to Pharmacology,2371
DB00046,BE0001183,P14735,UniProtKB,P14735
DB00046,BE0001183,P14735,UniProt Accession,IDE_HUMAN
DB00047,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00047,BE0002433,P05177,GenAtlas,CYP1A2
DB00047,BE0002433,P05177,GeneCards,CYP1A2
DB00047,BE0002433,P05177,GenBank Gene Database,Z00036
DB00047,BE0002433,P05177,Guide to Pharmacology,1319
DB00047,BE0002433,P05177,UniProtKB,P05177
DB00047,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00052,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00052,BE0002433,P05177,GenAtlas,CYP1A2
DB00052,BE0002433,P05177,GeneCards,CYP1A2
DB00052,BE0002433,P05177,GenBank Gene Database,Z00036
DB00052,BE0002433,P05177,Guide to Pharmacology,1319
DB00052,BE0002433,P05177,UniProtKB,P05177
DB00052,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00052,BE0003536,P33261,HUGO Gene Nomenclature Committee (HGNC),HGNC:2621
DB00052,BE0003536,P33261,GeneCards,CYP2C19
DB00052,BE0003536,P33261,GenBank Gene Database,M61854
DB00052,BE0003536,P33261,GenBank Protein Database,181344
DB00052,BE0003536,P33261,Guide to Pharmacology,1328
DB00052,BE0003536,P33261,UniProtKB,P33261
DB00052,BE0003536,P33261,UniProt Accession,CP2CJ_HUMAN
DB00060,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00060,BE0002433,P05177,GenAtlas,CYP1A2
DB00060,BE0002433,P05177,GeneCards,CYP1A2
DB00060,BE0002433,P05177,GenBank Gene Database,Z00036
DB00060,BE0002433,P05177,Guide to Pharmacology,1319
DB00060,BE0002433,P05177,UniProtKB,P05177
DB00060,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00068,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00068,BE0002433,P05177,GenAtlas,CYP1A2
DB00068,BE0002433,P05177,GeneCards,CYP1A2
DB00068,BE0002433,P05177,GenBank Gene Database,Z00036
DB00068,BE0002433,P05177,Guide to Pharmacology,1319
DB00068,BE0002433,P05177,UniProtKB,P05177
DB00068,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00069,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00069,BE0002433,P05177,GenAtlas,CYP1A2
DB00069,BE0002433,P05177,GeneCards,CYP1A2
DB00069,BE0002433,P05177,GenBank Gene Database,Z00036
DB00069,BE0002433,P05177,Guide to Pharmacology,1319
DB00069,BE0002433,P05177,UniProtKB,P05177
DB00069,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00071,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00071,BE0002433,P05177,GenAtlas,CYP1A2
DB00071,BE0002433,P05177,GeneCards,CYP1A2
DB00071,BE0002433,P05177,GenBank Gene Database,Z00036
DB00071,BE0002433,P05177,Guide to Pharmacology,1319
DB00071,BE0002433,P05177,UniProtKB,P05177
DB00071,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00071,BE0001183,P14735,HUGO Gene Nomenclature Committee (HGNC),HGNC:5381
DB00071,BE0001183,P14735,GenAtlas,IDE
DB00071,BE0001183,P14735,GeneCards,IDE
DB00071,BE0001183,P14735,GenBank Gene Database,M21188
DB00071,BE0001183,P14735,GenBank Protein Database,184556
DB00071,BE0001183,P14735,Guide to Pharmacology,2371
DB00071,BE0001183,P14735,UniProtKB,P14735
DB00071,BE0001183,P14735,UniProt Accession,IDE_HUMAN
DB00082,BE0000549,Q02318,HUGO Gene Nomenclature Committee (HGNC),HGNC:2605
DB00082,BE0000549,Q02318,GenAtlas,CYP27A1
DB00082,BE0000549,Q02318,GeneCards,CYP27A1
DB00082,BE0000549,Q02318,GenBank Gene Database,M62401
DB00082,BE0000549,Q02318,GenBank Protein Database,181292
DB00082,BE0000549,Q02318,Guide to Pharmacology,1369
DB00082,BE0000549,Q02318,UniProtKB,Q02318
DB00082,BE0000549,Q02318,UniProt Accession,CP27A_HUMAN
DB00082,BE0002240,P15104,HUGO Gene Nomenclature Committee (HGNC),HGNC:4341
DB00082,BE0002240,P15104,GenAtlas,GLUL
DB00082,BE0002240,P15104,GeneCards,GLUL
DB00082,BE0002240,P15104,GenBank Gene Database,Y00387
DB00082,BE0002240,P15104,GenBank Protein Database,31833
DB00082,BE0002240,P15104,UniProtKB,P15104
DB00082,BE0002240,P15104,UniProt Accession,GLNA_HUMAN
DB00082,BE0002638,P08684,HUGO Gene Nomenclature Committee (HGNC),HGNC:2637
DB00082,BE0002638,P08684,GenAtlas,CYP3A4
DB00082,BE0002638,P08684,GeneCards,CYP3A4
DB00082,BE0002638,P08684,GenBank Gene Database,M18907
DB00082,BE0002638,P08684,Guide to Pharmacology,1337
DB00082,BE0002638,P08684,UniProtKB,P08684
DB00082,BE0002638,P08684,UniProt Accession,CP3A4_HUMAN
DB00082,BE0002180,P06276,HUGO Gene Nomenclature Committee (HGNC),HGNC:983
DB00082,BE0002180,P06276,GenAtlas,BCHE
DB00082,BE0002180,P06276,GeneCards,BCHE
DB00082,BE0002180,P06276,GenBank Gene Database,M32391
DB00082,BE0002180,P06276,GenBank Protein Database,1311630
DB00082,BE0002180,P06276,Guide to Pharmacology,2471
DB00082,BE0002180,P06276,UniProtKB,P06276
DB00082,BE0002180,P06276,UniProt Accession,CHLE_HUMAN
DB00082,BE0000421,Q02928,HUGO Gene Nomenclature Committee (HGNC),HGNC:2642
DB00082,BE0000421,Q02928,GenAtlas,CYP4A11
DB00082,BE0000421,Q02928,GeneCards,CYP4A11
DB00082,BE0000421,Q02928,GenBank Gene Database,L04751
DB00082,BE0000421,Q02928,GenBank Protein Database,181397
DB00082,BE0000421,Q02928,Guide to Pharmacology,1341
DB00082,BE0000421,Q02928,UniProtKB,Q02928
DB00082,BE0000421,Q02928,UniProt Accession,CP4AB_HUMAN
DB00086,BE0000657,P47712,HUGO Gene Nomenclature Committee (HGNC),HGNC:9035
DB00086,BE0000657,P47712,GenAtlas,PLA2G4A
DB00086,BE0000657,P47712,GeneCards,PLA2G4A
DB00086,BE0000657,P47712,GenBank Gene Database,M72393
DB00086,BE0000657,P47712,GenBank Protein Database,190007
DB00086,BE0000657,P47712,Guide to Pharmacology,1424
DB00086,BE0000657,P47712,UniProtKB,P47712
DB00086,BE0000657,P47712,UniProt Accession,PA24A_HUMAN
DB00091,BE0003536,P33261,HUGO Gene Nomenclature Committee (HGNC),HGNC:2621
DB00091,BE0003536,P33261,GeneCards,CYP2C19
DB00091,BE0003536,P33261,GenBank Gene Database,M61854
DB00091,BE0003536,P33261,GenBank Protein Database,181344
DB00091,BE0003536,P33261,Guide to Pharmacology,1328
DB00091,BE0003536,P33261,UniProtKB,P33261
DB00091,BE0003536,P33261,UniProt Accession,CP2CJ_HUMAN
DB00091,BE0002363,P10635,HUGO Gene Nomenclature Committee (HGNC),HGNC:2625
DB00091,BE0002363,P10635,GenAtlas,CYP2D6
DB00091,BE0002363,P10635,GeneCards,CYP2D6
DB00091,BE0002363,P10635,GenBank Gene Database,M20403
DB00091,BE0002363,P10635,GenBank Protein Database,181350
DB00091,BE0002363,P10635,Guide to Pharmacology,1329
DB00091,BE0002363,P10635,UniProtKB,P10635
DB00091,BE0002363,P10635,UniProt Accession,CP2D6_HUMAN
DB00091,BE0002362,P20815,HUGO Gene Nomenclature Committee (HGNC),HGNC:2638
DB00091,BE0002362,P20815,GenAtlas,CYP3A5
DB00091,BE0002362,P20815,GeneCards,CYP3A5
DB00091,BE0002362,P20815,GenBank Gene Database,J04813
DB00091,BE0002362,P20815,GenBank Protein Database,181346
DB00091,BE0002362,P20815,Guide to Pharmacology,1338
DB00091,BE0002362,P20815,UniProtKB,P20815
DB00091,BE0002362,P20815,UniProt Accession,CP3A5_HUMAN
DB00091,BE0002638,P08684,HUGO Gene Nomenclature Committee (HGNC),HGNC:2637
DB00091,BE0002638,P08684,GenAtlas,CYP3A4
DB00091,BE0002638,P08684,GeneCards,CYP3A4
DB00091,BE0002638,P08684,GenBank Gene Database,M18907
DB00091,BE0002638,P08684,Guide to Pharmacology,1337
DB00091,BE0002638,P08684,UniProtKB,P08684
DB00091,BE0002638,P08684,UniProt Accession,CP3A4_HUMAN
DB00099,BE0000394,P08246,HUGO Gene Nomenclature Committee (HGNC),HGNC:3309
DB00099,BE0000394,P08246,GenAtlas,ELA2
DB00099,BE0000394,P08246,GeneCards,ELANE
DB00099,BE0000394,P08246,GenBank Gene Database,Y00477
DB00099,BE0000394,P08246,GenBank Protein Database,296665
DB00099,BE0000394,P08246,Guide to Pharmacology,2358
DB00099,BE0000394,P08246,UniProtKB,P08246
DB00099,BE0000394,P08246,UniProt Accession,ELNE_HUMAN
DB00104,BE0001075,P05164,HUGO Gene Nomenclature Committee (HGNC),HGNC:7218
DB00104,BE0001075,P05164,GenAtlas,MPO
DB00104,BE0001075,P05164,GeneCards,MPO
DB00104,BE0001075,P05164,GenBank Gene Database,J02694
DB00104,BE0001075,P05164,GenBank Protein Database,189040
DB00104,BE0001075,P05164,Guide to Pharmacology,2789
DB00104,BE0001075,P05164,UniProtKB,P05164
DB00104,BE0001075,P05164,UniProt Accession,PERM_HUMAN
DB00104,BE0002638,P08684,HUGO Gene Nomenclature Committee (HGNC),HGNC:2637
DB00104,BE0002638,P08684,GenAtlas,CYP3A4
DB00104,BE0002638,P08684,GeneCards,CYP3A4
DB00104,BE0002638,P08684,GenBank Gene Database,M18907
DB00104,BE0002638,P08684,Guide to Pharmacology,1337
DB00104,BE0002638,P08684,UniProtKB,P08684
DB00104,BE0002638,P08684,UniProt Accession,CP3A4_HUMAN
DB00105,BE0002433,P05177,HUGO Gene Nomenclature Committee (HGNC),HGNC:2596
DB00105,BE0002433,P05177,GenAtlas,CYP1A2
DB00105,BE0002433,P05177,GeneCards,CYP1A2
DB00105,BE0002433,P05177,GenBank Gene Database,Z00036
DB00105,BE0002433,P05177,Guide to Pharmacology,1319
DB00105,BE0002433,P05177,UniProtKB,P05177
DB00105,BE0002433,P05177,UniProt Accession,CP1A2_HUMAN
DB00107,BE0002148,P48147,HUGO Gene Nomenclature Committee (HGNC),HGNC:9358
DB00107,BE0002148,P48147,GenAtlas,PREP
DB00107,BE0002148,P48147,GeneCards,PREP
DB00107,BE0002148,P48147,GenBank Gene Database,X74496
DB00107,BE0002148,P48147,GenBank Protein Database,558596
DB00107,BE0002148,P48147,Guide to Pharmacology,2395
DB00107,BE0002148,P48147,UniProtKB,P48147
DB00107,BE0002148,P48147,UniProt Accession,PPCE_HUMAN
DB00107,BE0010031,Q9UIQ6,HUGO Gene Nomenclature Committee (HGNC),HGNC:6656
DB00107,BE0010031,Q9UIQ6,GeneCards,LNPEP
DB00107,BE0010031,Q9UIQ6,Guide to Pharmacology,1570
DB00107,BE0010031,Q9UIQ6,UniProtKB,Q9UIQ6
DB00107,BE0010031,Q9UIQ6,UniProt Accession,LCAP_HUMAN
DB00109,BE0003536,P33261,HUGO Gene Nomenclature Committee (HGNC),HGNC:2621
DB00109,BE0003536,P33261,GeneCards,CYP2C19
DB00109,BE0003536,P33261,GenBank Gene Database,M61854
DB00109,BE0003536,P33261,GenBank Protein Database,181344
DB00109,BE0003536,P33261,Guide to Pharmacology,1328
DB00109,BE0003536,P33261,UniProtKB,P33261
DB00109,BE0003536,P33261,UniProt Accession,CP2CJ_HUMAN
DB00109,BE0003533,P05181,HUGO Gene Nomenclature Committee (HGNC),HGNC:2631
DB00109,BE0003533,P05181,GeneCards,CYP2E1
DB00109,BE0003533,P05181,GenBank Gene Database,J02625
DB00109,BE0003533,P05181,GenBank Protein Database,181360
DB00109,BE0003533,P05181,Guide to Pharmacology,1330
DB00109,BE0003533,P05181,UniProtKB,P05181
DB00109,BE0003533,P05181,UniProt Accession,CP2E1_HUMAN
DB00115,BE0000456,Q96EY8,HUGO Gene Nomenclature Committee (HGNC),HGNC:19331
DB00115,BE0000456,Q96EY8,GenAtlas,MMAB
DB00115,BE0000456,Q96EY8,GeneCards,MMAB
DB00115,BE0000456,Q96EY8,GenBank Gene Database,AF550404
DB00115,BE0000456,Q96EY8,GenBank Protein Database,26284726
DB00115,BE0000456,Q96EY8,UniProtKB,Q96EY8
DB00115,BE0000456,Q96EY8,UniProt Accession,MMAB_HUMAN
DB00115,BE0002668,Q05599,GenBank Gene Database,AE008789
DB00115,BE0002668,Q05599,UniProtKB,Q05599
DB00115,BE0002668,Q05599,UniProt Accession,COBU_SALTY
DB00118,BE0000300,P19623,HUGO Gene Nomenclature Committee (HGNC),HGNC:11296
DB00118,BE0000300,P19623,GenAtlas,SRM
DB00118,BE0000300,P19623,GeneCards,SRM
DB00118,BE0000300,P19623,GenBank Gene Database,M34338
DB00118,BE0000300,P19623,GenBank Protein Database,531202
DB00118,BE0000300,P19623,UniProtKB,P19623
DB00118,BE0000300,P19623,UniProt Accession,SPEE_HUMAN
DB00118,BE0003533,P05181,HUGO Gene Nomenclature Committee (HGNC),HGNC:2631
DB00118,BE0003533,P05181,GeneCards,CYP2E1
DB00118,BE0003533,P05181,GenBank Gene Database,J02625
DB00118,BE0003533,P05181,GenBank Protein Database,181360
DB00118,BE0003533,P05181,Guide to Pharmacology,1330
DB00118,BE0003533,P05181,UniProtKB,P05181
DB00118,BE0003533,P05181,UniProt Accession,CP2E1_HUMAN
DB00121,BE0001111,Q16678,HUGO Gene Nomenclature Committee (HGNC),HGNC:2597
DB00121,BE0001111,Q16678,GenAtlas,CYP1B1
DB00121,BE0001111,Q16678,GeneCards,CYP1B1
DB00121,BE0001111,Q16678,GenBank Gene Database,U03688
DB00121,BE0001111,Q16678,GenBank Protein Database,501031
DB00121,BE0001111,Q16678,Guide to Pharmacology,1320
DB00121,BE0001111,Q16678,UniProtKB,Q16678
DB00121,BE0001111,Q16678,UniProt Accession,CP1B1_HUMAN
DB00122,BE0002190,Q9Y6K0,HUGO Gene Nomenclature Committee (HGNC),HGNC:24289
DB00122,BE0002190,Q9Y6K0,GenAtlas,CEPT1
DB00122,BE0002190,Q9Y6K0,GeneCards,CEPT1
DB00122,BE0002190,Q9Y6K0,GenBank Gene Database,AF068302
DB00122,BE0002190,Q9Y6K0,GenBank Protein Database,4584877
DB00122,BE0002190,Q9Y6K0,UniProtKB,Q9Y6K0
DB00122,BE0002190,Q9Y6K0,UniProt Accession,CEPT1_HUMAN
DB00122,BE0000237,Q9Y259,HUGO Gene Nomenclature Committee (HGNC),HGNC:1938
DB00122,BE0000237,Q9Y259,GenAtlas,CHKB
DB00122,BE0000237,Q9Y259,GeneCards,CHKB
DB00122,BE0000237,Q9Y259,GenBank Gene Database,AB029885
DB00122,BE0000237,Q9Y259,GenBank Protein Database,5509940
DB00122,BE0000237,Q9Y259,UniProtKB,Q9Y259
DB00122,BE0000237,Q9Y259,UniProt Accession,CHKB_HUMAN
DB00122,BE0000519,P28329,HUGO Gene Nomenclature Committee (HGNC),HGNC:1912
DB00122,BE0000519,P28329,GenAtlas,CHAT
DB00122,BE0000519,P28329,GeneCards,CHAT
DB00122,BE0000519,P28329,GenBank Gene Database,S56138
DB00122,BE0000519,P28329,GenBank Protein Database,301096
DB00122,BE0000519,P28329,UniProtKB,P28329
DB00122,BE0000519,P28329,UniProt Accession,CLAT_HUMAN
DB00122,BE0000784,P35790,HUGO Gene Nomenclature Committee (HGNC),HGNC:1937
DB00122,BE0000784,P35790,GenAtlas,CHKA
DB00122,BE0000784,P35790,GeneCards,CHKA
