drugbank_id,interactant_id,polypeptide_id,synonym
DB00082,BE0002638,P08684,CYPIIIA3
DB00082,BE0002638,P08684,CYPIIIA4
DB00082,BE0002638,P08684,Cytochrome P450 3A3
DB00082,BE0002638,P08684,Cytochrome P450 HLp
DB00082,BE0002638,P08684,Cytochrome P450 NF-25
DB00082,BE0002638,P08684,Cytochrome P450-PCN1
DB00082,BE0002638,P08684,Nifedipine oxidase
DB00082,BE0002638,P08684,Quinine 3-monooxygenase
DB00082,BE0002180,P06276,3.1.1.8
DB00082,BE0002180,P06276,Acylcholine acylhydrolase
DB00082,BE0002180,P06276,Butyrylcholine esterase
DB00082,BE0002180,P06276,CHE1
DB00082,BE0002180,P06276,Choline esterase II
DB00082,BE0002180,P06276,Pseudocholinesterase
DB00082,BE0000421,Q02928,1.14.14.1
DB00082,BE0000421,Q02928,20-HETE synthase
DB00082,BE0000421,Q02928,20-hydroxyeicosatetraenoic acid synthase
DB00082,BE0000421,Q02928,CYP4A2
DB00082,BE0000421,Q02928,CYP4AII
DB00082,BE0000421,Q02928,CYPIVA11
DB00082,BE0000421,Q02928,Cytochrome P-450HK-omega
DB00082,BE0000421,Q02928,Cytochrome P450HL-omega
DB00082,BE0000421,Q02928,Fatty acid omega-hydroxylase
DB00082,BE0000421,Q02928,Lauric acid omega-hydroxylase
DB00082,BE0000421,Q02928,Long-chain fatty acid omega-monooxygenase
DB00086,BE0000657,P47712,CPLA2
DB00086,BE0000657,P47712,Phospholipase A2 group IVA
DB00086,BE0000657,P47712,PLA2G4
DB00091,BE0003536,P33261,(R)-limonene 6-monooxygenase
DB00091,BE0003536,P33261,(S)-limonene 6-monooxygenase
DB00091,BE0003536,P33261,(S)-limonene 7-monooxygenase
DB00091,BE0003536,P33261,1.14.14.1
DB00091,BE0003536,P33261,CYPIIC17
DB00091,BE0003536,P33261,CYPIIC19
DB00091,BE0003536,P33261,Cytochrome P450-11A
DB00091,BE0003536,P33261,Cytochrome P450-254C
DB00091,BE0003536,P33261,Fenbendazole monooxygenase (4'-hydroxylating)
DB00091,BE0003536,P33261,Mephenytoin 4-hydroxylase
DB00091,BE0002363,P10635,1.14.14.-
DB00091,BE0002363,P10635,Cholesterol 25-hydroxylase
DB00091,BE0002363,P10635,CYP2DL1
DB00091,BE0002363,P10635,CYPIID6
DB00091,BE0002363,P10635,Cytochrome P450-DB1
DB00091,BE0002363,P10635,Debrisoquine 4-hydroxylase
DB00091,BE0002362,P20815,1.14.14.1
DB00091,BE0002362,P20815,CYPIIIA5
DB00091,BE0002362,P20815,Cytochrome P450-PCN3
DB00091,BE0002638,P08684,"1,4-cineole 2-exo-monooxygenase"
DB00091,BE0002638,P08684,"1,8-cineole 2-exo-monooxygenase"
DB00091,BE0002638,P08684,1.14.14.1
DB00091,BE0002638,P08684,Albendazole monooxygenase (sulfoxide-forming)
DB00091,BE0002638,P08684,Albendazole sulfoxidase
DB00091,BE0002638,P08684,Cholesterol 25-hydroxylase
DB00091,BE0002638,P08684,CYP3A3
DB00091,BE0002638,P08684,CYPIIIA3
DB00091,BE0002638,P08684,CYPIIIA4
DB00091,BE0002638,P08684,Cytochrome P450 3A3
DB00091,BE0002638,P08684,Cytochrome P450 HLp
DB00091,BE0002638,P08684,Cytochrome P450 NF-25
DB00091,BE0002638,P08684,Cytochrome P450-PCN1
DB00091,BE0002638,P08684,Nifedipine oxidase
DB00091,BE0002638,P08684,Quinine 3-monooxygenase
DB00099,BE0000394,P08246,3.4.21.37
DB00099,BE0000394,P08246,Bone marrow serine protease
DB00099,BE0000394,P08246,ELA2
DB00099,BE0000394,P08246,Elastase-2
DB00099,BE0000394,P08246,HLE
DB00099,BE0000394,P08246,Human leukocyte elastase
DB00099,BE0000394,P08246,Medullasin
DB00099,BE0000394,P08246,PMN elastase
DB00104,BE0001075,P05164,1.11.2.2
DB00104,BE0001075,P05164,MPO
DB00104,BE0002638,P08684,"1,4-cineole 2-exo-monooxygenase"
DB00104,BE0002638,P08684,"1,8-cineole 2-exo-monooxygenase"
DB00104,BE0002638,P08684,1.14.14.1
DB00104,BE0002638,P08684,Albendazole monooxygenase (sulfoxide-forming)
DB00104,BE0002638,P08684,Albendazole sulfoxidase
DB00104,BE0002638,P08684,Cholesterol 25-hydroxylase
DB00104,BE0002638,P08684,CYP3A3
DB00104,BE0002638,P08684,CYPIIIA3
DB00104,BE0002638,P08684,CYPIIIA4
DB00104,BE0002638,P08684,Cytochrome P450 3A3
DB00104,BE0002638,P08684,Cytochrome P450 HLp
DB00104,BE0002638,P08684,Cytochrome P450 NF-25
DB00104,BE0002638,P08684,Cytochrome P450-PCN1
DB00104,BE0002638,P08684,Nifedipine oxidase
DB00104,BE0002638,P08684,Quinine 3-monooxygenase
DB00105,BE0002433,P05177,1.14.14.1
DB00105,BE0002433,P05177,Cholesterol 25-hydroxylase
DB00105,BE0002433,P05177,CYPIA2
DB00105,BE0002433,P05177,Cytochrome P(3)450
DB00105,BE0002433,P05177,Cytochrome P450 4
DB00105,BE0002433,P05177,Cytochrome P450-P3
DB00105,BE0002433,P05177,Hydroperoxy icosatetraenoate dehydratase
DB00107,BE0002148,P48147,3.4.21.26
DB00107,BE0002148,P48147,PE
DB00107,BE0002148,P48147,PEP
DB00107,BE0002148,P48147,Post-proline cleaving enzyme
DB00107,BE0010031,Q9UIQ6,3.4.11.3
DB00107,BE0010031,Q9UIQ6,Cystinyl aminopeptidase
DB00107,BE0010031,Q9UIQ6,Insulin-regulated membrane aminopeptidase
DB00107,BE0010031,Q9UIQ6,Insulin-responsive aminopeptidase
DB00107,BE0010031,Q9UIQ6,IRAP
DB00107,BE0010031,Q9UIQ6,OTASE
DB00107,BE0010031,Q9UIQ6,Oxytocinase
DB00107,BE0010031,Q9UIQ6,P-LAP
DB00107,BE0010031,Q9UIQ6,Placental leucine aminopeptidase
DB00109,BE0003536,P33261,(R)-limonene 6-monooxygenase
DB00109,BE0003536,P33261,(S)-limonene 6-monooxygenase
DB00109,BE0003536,P33261,(S)-limonene 7-monooxygenase
DB00109,BE0003536,P33261,1.14.14.1
DB00109,BE0003536,P33261,CYPIIC17
DB00109,BE0003536,P33261,CYPIIC19
DB00109,BE0003536,P33261,Cytochrome P450-11A
DB00109,BE0003536,P33261,Cytochrome P450-254C
DB00109,BE0003536,P33261,Fenbendazole monooxygenase (4'-hydroxylating)
DB00109,BE0003536,P33261,Mephenytoin 4-hydroxylase
DB00109,BE0003533,P05181,1.14.14.1
DB00109,BE0003533,P05181,4-nitrophenol 2-hydroxylase
DB00109,BE0003533,P05181,CYP2E
DB00109,BE0003533,P05181,CYPIIE1
DB00109,BE0003533,P05181,Cytochrome P450-J
DB00115,BE0000456,Q96EY8,2.5.1.-
DB00115,BE0000456,Q96EY8,ATP:co(I)rrinoid adenosyltransferase MMAB
DB00115,BE0000456,Q96EY8,Methylmalonic aciduria type B protein
DB00115,BE0002668,Q05599,Adenosylcobinamide kinase
DB00115,BE0002668,Q05599,Adenosylcobinamide-phosphate guanylyltransferase
DB00118,BE0000300,P19623,2.5.1.16
DB00118,BE0000300,P19623,Putrescine aminopropyltransferase
DB00118,BE0000300,P19623,SPDSY
DB00118,BE0000300,P19623,SPS1
DB00118,BE0000300,P19623,SRML1
DB00118,BE0003533,P05181,1.14.14.1
DB00118,BE0003533,P05181,4-nitrophenol 2-hydroxylase
DB00118,BE0003533,P05181,CYP2E
DB00118,BE0003533,P05181,CYPIIE1
DB00118,BE0003533,P05181,Cytochrome P450-J
DB00121,BE0001111,Q16678,1.14.14.1
DB00121,BE0001111,Q16678,CYPIB1
DB00121,BE0001111,Q16678,Hydroperoxy icosatetraenoate dehydratase
DB00122,BE0002190,Q9Y6K0,1-alkenyl-2-acylglycerol choline phosphotransferase
DB00122,BE0002190,Q9Y6K0,2.7.8.1
DB00122,BE0002190,Q9Y6K0,2.7.8.2
DB00122,BE0002190,Q9Y6K0,hCEPT1
DB00122,BE0000237,Q9Y259,CHETK
DB00122,BE0000237,Q9Y259,CHKL
DB00122,BE0000237,Q9Y259,Choline kinase beta
DB00122,BE0000237,Q9Y259,Choline kinase-like protein
DB00122,BE0000237,Q9Y259,choline/ethanolamine kinase beta
DB00122,BE0000237,Q9Y259,CK
DB00122,BE0000237,Q9Y259,CKB
DB00122,BE0000237,Q9Y259,CKEKB
DB00122,BE0000237,Q9Y259,EK
DB00122,BE0000237,Q9Y259,EKB
DB00122,BE0000237,Q9Y259,Ethanolamine kinase
DB00122,BE0000237,Q9Y259,Ethanolamine kinase beta
DB00122,BE0000519,P28329,2.3.1.6
DB00122,BE0000519,P28329,ChAT
DB00122,BE0000519,P28329,CHOACTase
DB00122,BE0000519,P28329,Choline acetylase
DB00122,BE0000784,P35790,2.7.1.32
DB00122,BE0000784,P35790,CHETK-alpha
DB00122,BE0000784,P35790,CHK
DB00122,BE0000784,P35790,CK
DB00122,BE0000784,P35790,CKI
DB00122,BE0000784,P35790,EK
DB00122,BE0000784,P35790,Ethanolamine kinase
DB00122,BE0000636,Q8NE62,1.1.99.1
DB00122,BE0000636,Q8NE62,CDH
DB00122,BE0000636,Q8NE62,CHD
DB00126,BE0001979,Q16881,1.8.1.9
DB00126,BE0001979,Q16881,Gene associated with retinoic and IFN-induced mortality 12 protein
DB00126,BE0001979,Q16881,Gene associated with retinoic and interferon-induced mortality 12 protein
DB00126,BE0001979,Q16881,GRIM-12
DB00126,BE0001979,Q16881,GRIM12
DB00126,BE0001979,Q16881,KDRF
DB00126,BE0001979,Q16881,KM-102-derived reductase-like factor
DB00126,BE0001979,Q16881,Peroxidase TXNRD1
DB00126,BE0001979,Q16881,Thioredoxin reductase TR1
DB00126,BE0001979,Q16881,TR
DB00127,BE0000111,P21673,2.3.1.57
DB00127,BE0000111,P21673,Polyamine N-acetyltransferase 1
DB00127,BE0000111,P21673,Putrescine acetyltransferase
DB00127,BE0000111,P21673,SAT
DB00127,BE0000111,P21673,Spermidine/spermine N(1)-acetyltransferase 1
DB00127,BE0000111,P21673,SSAT
DB00127,BE0000111,P21673,SSAT-1
DB00127,BE0000275,Q96F10,2.3.1.-
DB00127,BE0000275,Q96F10,Diamine acetyltransferase 2
DB00127,BE0000275,Q96F10,Spermidine/spermine N(1)-acetyltransferase 2
DB00127,BE0000275,Q96F10,SSAT-2
DB00127,BE0000275,Q96F10,SSAT2
DB00127,BE0002204,P47989,XDHA
DB00128,BE0002227,P27708,Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase
DB00130,BE0000004,P00488,2.3.2.13
DB00130,BE0000004,P00488,Coagulation factor XIIIa
DB00130,BE0000004,P00488,F13A
DB00130,BE0000004,P00488,Protein-glutamine gamma-glutamyltransferase A chain
DB00130,BE0000004,P00488,Transglutaminase A chain
DB00130,BE0000825,O94925,3.5.1.2
DB00130,BE0000825,O94925,GLS
DB00130,BE0000825,O94925,GLS1
DB00130,BE0000825,O94925,K-glutaminase
DB00130,BE0000825,O94925,KIAA0838
DB00130,BE0000825,O94925,L-glutamine amidohydrolase
DB00130,BE0000003,Q9UI32,3.5.1.2
DB00130,BE0000003,Q9UI32,GA
DB00130,BE0000003,Q9UI32,GLS
DB00130,BE0000003,Q9UI32,L-glutaminase
DB00130,BE0000003,Q9UI32,L-glutamine amidohydrolase
DB00130,BE0001035,P21980,2.3.2.13
DB00130,BE0001035,P21980,Erythrocyte transglutaminase
DB00130,BE0001035,P21980,G(h)
DB00130,BE0001035,P21980,Heart G alpha(h)
DB00130,BE0001035,P21980,hhG alpha(h)
DB00130,BE0001035,P21980,hTG2
DB00130,BE0001035,P21980,Isopeptidase TGM2
DB00130,BE0001035,P21980,Protein G alpha(h)
DB00130,BE0001035,P21980,Protein-glutamine deamidase TGM2
DB00130,BE0001035,P21980,Protein-glutamine dopaminyltransferase TGM2
DB00130,BE0001035,P21980,Protein-glutamine histaminyltransferase TGM2
DB00130,BE0001035,P21980,Protein-glutamine noradrenalinyltransferase TGM2
DB00130,BE0001035,P21980,Protein-glutamine serotonyltransferase TGM2
DB00130,BE0001035,P21980,TG(C)
DB00130,BE0001035,P21980,TG2
DB00130,BE0001035,P21980,TGase C
DB00130,BE0001035,P21980,TGase H
DB00130,BE0001035,P21980,TGase II
DB00130,BE0001035,P21980,TGase-2
DB00130,BE0001035,P21980,TGC
DB00130,BE0001035,P21980,Tissue transglutaminase
DB00130,BE0001035,P21980,Transglutaminase C
DB00130,BE0001035,P21980,Transglutaminase H
DB00130,BE0001035,P21980,Transglutaminase II
DB00130,BE0001035,P21980,Transglutaminase-2
DB00130,BE0001035,P21980,tTG
DB00130,BE0001035,P21980,tTgase
DB00130,BE0002236,O43548,2.3.2.13
DB00130,BE0002236,O43548,TG(X)
DB00130,BE0002236,O43548,TGase X
DB00130,BE0002236,O43548,TGase-5
DB00130,BE0002236,O43548,TGMX
DB00130,BE0002236,O43548,TGX
DB00130,BE0002236,O43548,Transglutaminase X
DB00130,BE0002236,O43548,Transglutaminase-5
DB00130,BE0002239,O95932,2.3.2.13
DB00130,BE0002239,O95932,TG6
DB00130,BE0002239,O95932,TGase Y
DB00130,BE0002239,O95932,TGase-3-like
DB00130,BE0002239,O95932,TGase-6
DB00130,BE0002239,O95932,TGM3L
DB00130,BE0002239,O95932,TGY
DB00130,BE0002239,O95932,Transglutaminase Y
DB00130,BE0002239,O95932,Transglutaminase-3-like
DB00130,BE0002239,O95932,Transglutaminase-6
DB00130,BE0002241,P22735,2.3.2.13
DB00130,BE0002241,P22735,Epidermal TGase
DB00130,BE0002241,P22735,KTG
DB00130,BE0002241,P22735,TG(K)
DB00130,BE0002241,P22735,TGase K
DB00130,BE0002241,P22735,TGase-1
DB00130,BE0002241,P22735,TGK
DB00130,BE0002241,P22735,Transglutaminase K
DB00130,BE0002241,P22735,Transglutaminase-1
DB00130,BE0002243,P49221,2.3.2.13
DB00130,BE0002243,P49221,Fibrinoligase
DB00130,BE0002243,P49221,Prostate transglutaminase
DB00130,BE0002243,P49221,Prostate-specific transglutaminase
DB00130,BE0002243,P49221,TG(P)
DB00130,BE0002243,P49221,TGase P
DB00130,BE0002243,P49221,TGase-4
DB00130,BE0002243,P49221,TGP
DB00130,BE0002243,P49221,Transglutaminase P
DB00130,BE0002243,P49221,Transglutaminase-4
DB00130,BE0001273,Q08188,2.3.2.13
DB00130,BE0001273,Q08188,TG(E)
DB00130,BE0001273,Q08188,TGase E
DB00130,BE0001273,Q08188,TGase-3
DB00130,BE0001273,Q08188,TGE
DB00130,BE0001273,Q08188,Transglutaminase E
DB00130,BE0001273,Q08188,Transglutaminase-3
DB00130,BE0002245,Q96PF1,TG(Z)
DB00130,BE0002245,Q96PF1,TGase Z
DB00130,BE0002245,Q96PF1,TGase-7
