drugbank_id,interactant_id,name,organism,known_action
DB00055,BE0001129,Platelet factor 4,Humans,unknown
DB00055,BE0002112,Plasma serine protease inhibitor,Humans,unknown
DB00055,BE0002142,Serpin B6,Humans,unknown
DB00055,BE0001161,Endothelial protein C receptor,Humans,unknown
DB00056,BE0000674,Myeloid cell surface antigen CD33,Humans,yes
DB00056,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00056,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00056,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00057,BE0004842,Tumor-associated glycoprotein 72 (TAG-72),Humans,yes
DB00058,BE0000394,Neutrophil elastase,Humans,yes
DB00059,BE0004798,L-asparagine,Humans,yes
DB00060,BE0000661,Interferon alpha/beta receptor 1,Humans,yes
DB00060,BE0000385,Interferon alpha/beta receptor 2,Humans,yes
DB00061,BE0004828,Adenosine,Humans,yes
DB00061,BE0000917,Growth factor receptor-bound protein 2,Humans,unknown
DB00062,BE0009576,Nitric oxide,Humans,unknown
DB00063,BE0001155,Integrin beta-3,Humans,yes
DB00063,BE0000439,Integrin alpha-IIb,Humans,yes
DB00063,BE0009351,Voltage-dependent N-type calcium channel,Humans,unknown
DB00065,BE0000704,Tumor necrosis factor,Humans,yes
DB00066,BE0000387,Follicle-stimulating hormone receptor,Humans,yes
DB00067,BE0000293,Vasopressin V2 receptor,Humans,yes
DB00067,BE0000165,Vasopressin V1a receptor,Humans,yes
DB00067,BE0000773,Vasopressin V1b receptor,Humans,yes
DB00067,BE0000844,Oxytocin receptor,Humans,yes
DB00068,BE0000661,Interferon alpha/beta receptor 1,Humans,yes
DB00068,BE0000385,Interferon alpha/beta receptor 2,Humans,yes
DB00069,BE0000661,Interferon alpha/beta receptor 1,Humans,yes
DB00069,BE0000385,Interferon alpha/beta receptor 2,Humans,yes
DB00070,BE0000984,Transforming growth factor beta-1 proprotein,Humans,unknown
DB00071,BE0000033,Insulin receptor,Humans,yes
DB00071,BE0000858,Insulin-like growth factor 1 receptor,Humans,unknown
DB00072,BE0000511,Receptor tyrosine-protein kinase erbB-2,Humans,yes
DB00073,BE0000066,B-lymphocyte antigen CD20,Humans,yes
DB00074,BE0000658,Interleukin-2 receptor subunit alpha,Humans,yes
DB00074,BE0000651,Interleukin-2 receptor subunit beta,Humans,unknown
DB00075,BE0003456,T-cell surface glycoprotein CD3 delta chain,Humans,yes
DB00075,BE0000274,T-cell surface glycoprotein CD3 epsilon chain,Humans,yes
DB00075,BE0003457,T-cell surface glycoprotein CD3 gamma chain,Humans,yes
DB00075,BE0003458,T-cell surface glycoprotein CD3 zeta chain,Humans,yes
DB00075,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00076,BE0004837,Digoxin,Humans,yes
DB00078,BE0000066,B-lymphocyte antigen CD20,Humans,yes
DB00080,BE0000803,Dihydropteroate synthase,Escherichia coli (strain K12),yes
DB00080,BE0010021,Cytoplasmic membrane,Bacteria,yes
DB00081,BE0000066,B-lymphocyte antigen CD20,Humans,yes
DB00081,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown
DB00082,BE0000075,Growth hormone receptor,Humans,yes
DB00083,BE0000390,Synaptosomal-associated protein 25,Humans,yes
DB00083,BE0003572,Rho-related GTP-binding protein RhoB,Humans,unknown
DB00085,BE0004834,Dietary fat,Humans,yes
DB00085,BE0004835,Dietary protein,Humans,yes
DB00085,BE0004836,Dietary starch,Humans,yes
DB00086,BE0000211,Plasminogen,Humans,yes
DB00086,BE0000928,Proteinase-activated receptor 1,Humans,unknown
DB00087,BE0000083,CAMPATH-1 antigen,Humans,yes
DB00087,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00087,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00087,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00087,BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,Humans,unknown
DB00087,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown
DB00087,BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,Humans,unknown
DB00088,BE0004806,Glucocerebroside,Humans,yes
DB00089,BE0000568,Glutamate carboxypeptidase 2,Humans,yes
DB00090,BE0004822,Iduronic acid,Humans,yes
DB00091,BE0000379,Guided entry of tail-anchored proteins factor CAMLG,Humans,yes
DB00091,BE0004238,Protein phosphatase 3 catalytic subunit alpha,Humans,yes
DB00091,BE0002143,Calcineurin subunit B type 2,Humans,yes
DB00091,BE0001014,Peptidyl-prolyl cis-trans isomerase A,Humans,yes
DB00091,BE0001399,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Humans,yes
DB00092,BE0000719,T-cell surface antigen CD2,Humans,yes
DB00092,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00092,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00093,BE0000165,Vasopressin V1a receptor,Humans,yes
DB00094,BE0000387,Follicle-stimulating hormone receptor,Humans,yes
DB00095,BE0009967,Integrin alpha-X,Humans,yes
DB00095,BE0000516,Integrin alpha-L,Humans,yes
DB00097,BE0000387,Follicle-stimulating hormone receptor,Humans,yes
DB00097,BE0000134,Lutropin-choriogonadotropic hormone receptor,Humans,yes
DB00098,BE0003573,Major histocompatibility complex class I-related gene protein,Humans,yes
DB00098,BE0000516,Integrin alpha-L,Humans,yes
DB00098,BE0000846,T-lymphocyte activation antigen CD86,Humans,yes
DB00098,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,yes
DB00098,BE0003488,T-cell surface glycoprotein CD4,Humans,yes
DB00098,BE0003575,Integrin beta-1,Humans,yes
DB00098,BE0003576,Integrin alpha-V,Humans,yes
DB00098,BE0001155,Integrin beta-3,Humans,yes
DB00098,BE0000598,T-cell surface glycoprotein CD1a,Humans,unknown
DB00099,BE0000793,Granulocyte colony-stimulating factor receptor,Humans,yes
DB00100,BE0000216,Coagulation factor X,Humans,yes
DB00100,BE0001021,Coagulation factor XI,Humans,yes
DB00100,BE0000333,Coagulation factor VII,Humans,yes
DB00100,BE0000016,Coagulation factor VIII,Humans,yes
DB00100,BE0000048,Prothrombin,Humans,unknown
DB00100,BE0002110,Prolow-density lipoprotein receptor-related protein 1,Humans,unknown
DB00100,BE0000403,Vitamin K-dependent gamma-carboxylase,Humans,unknown
DB00102,BE0000205,Platelet-derived growth factor receptor beta,Humans,yes
DB00102,BE0000852,Platelet-derived growth factor receptor alpha,Humans,unknown
DB00102,BE0000910,Alpha-2-macroglobulin,Humans,unknown
DB00103,BE0004830,Globotriaosylceramide,Humans,yes
DB00104,BE0003528,Somatostatin receptor type 2,Humans,yes
DB00104,BE0010008,Somatostatin receptor,Humans,yes
DB00105,BE0000385,Interferon alpha/beta receptor 2,Humans,yes
DB00105,BE0003450,Interferon alpha-2,Humans,yes
DB00105,BE0000661,Interferon alpha/beta receptor 1,Humans,yes
DB00106,BE0000203,Gonadotropin-releasing hormone receptor,Humans,yes
DB00107,BE0000844,Oxytocin receptor,Humans,yes
DB00107,BE0000773,Vasopressin V1b receptor,Humans,yes
DB00107,BE0000293,Vasopressin V2 receptor,Humans,yes
DB00107,BE0000165,Vasopressin V1a receptor,Humans,yes
DB00108,BE0000590,Integrin alpha-4,Humans,yes
DB00108,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00108,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00108,BE0001085,Intercellular adhesion molecule 1,Humans,unknown
DB00109,BE0000398,Envelope glycoprotein,Human immunodeficiency virus 1,yes
DB00110,BE0000686,Fusion glycoprotein F0,Human respiratory syncytial virus B (strain 18537),yes
DB00110,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00110,BE0002093,Complement C1r subcomponent,Humans,unknown
DB00110,BE0002094,Complement C1q subcomponent subunit A,Humans,unknown
DB00110,BE0002095,Complement C1q subcomponent subunit B,Humans,unknown
DB00110,BE0002096,Complement C1q subcomponent subunit C,Humans,unknown
DB00110,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00110,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00110,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown
DB00111,BE0000658,Interleukin-2 receptor subunit alpha,Humans,yes
DB00111,BE0000651,Interleukin-2 receptor subunit beta,Humans,yes
DB00111,BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B,Humans,unknown
DB00111,BE0002093,Complement C1r subcomponent,Humans,unknown
DB00111,BE0002094,Complement C1q subcomponent subunit A,Humans,unknown
DB00111,BE0002095,Complement C1q subcomponent subunit B,Humans,unknown
DB00111,BE0002096,Complement C1q subcomponent subunit C,Humans,unknown
DB00111,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00111,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00111,BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,Humans,unknown
DB00111,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown
DB00111,BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,Humans,unknown
DB00112,BE0000163,"Vascular endothelial growth factor A, long form",Humans,yes
DB00112,BE0002094,Complement C1q subcomponent subunit A,Humans,unknown
DB00112,BE0002095,Complement C1q subcomponent subunit B,Humans,unknown
DB00112,BE0002096,Complement C1q subcomponent subunit C,Humans,unknown
DB00112,BE0002097,Low affinity immunoglobulin gamma Fc region receptor III-A,Humans,unknown
DB00112,BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,unknown
DB00112,BE0002098,Low affinity immunoglobulin gamma Fc region receptor II-a,Humans,unknown
DB00112,BE0002099,Low affinity immunoglobulin gamma Fc region receptor II-b,Humans,unknown
DB00112,BE0002100,Low affinity immunoglobulin gamma Fc region receptor II-c,Humans,unknown
DB00113,BE0000107,Cell adhesion molecule CEACAM1,Humans,unknown
DB00114,BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",Humans,yes
DB00114,BE0000048,Prothrombin,Humans,yes
DB00114,BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Humans,unknown
DB00114,BE0000378,Glutamate decarboxylase 1,Humans,unknown
DB00114,BE0000323,Cystathionine beta-synthase,Humans,unknown
DB00114,BE0000392,Kynureninase,Humans,unknown
DB00114,BE0000331,"Serine hydroxymethyltransferase, cytosolic",Humans,unknown
DB00114,BE0000151,Cysteine desulfurase,Humans,unknown
DB00114,BE0000529,"Aspartate aminotransferase, cytoplasmic",Humans,unknown
DB00114,BE0000424,"Ornithine aminotransferase, mitochondrial",Humans,unknown
DB00114,BE0000404,Ornithine decarboxylase,Humans,unknown
DB00114,BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Humans,unknown
DB00114,BE0000181,Pyridoxine-5'-phosphate oxidase,Humans,unknown
DB00114,BE0000778,Sphingosine-1-phosphate lyase 1,Humans,unknown
DB00114,BE0000692,Tyrosine aminotransferase,Humans,unknown
DB00114,BE0000273,Kynurenine--oxoglutarate transaminase 1,Humans,unknown
DB00114,BE0000007,"Glycogen phosphorylase, liver form",Humans,unknown
DB00114,BE0000660,Serine palmitoyltransferase 2,Humans,unknown
DB00114,BE0000079,Cysteine sulfinic acid decarboxylase,Humans,unknown
DB00114,BE0000002,Histidine decarboxylase,Humans,unknown
DB00114,BE0000448,Antizyme inhibitor 2,Humans,unknown
DB00114,BE0000164,L-serine dehydratase/L-threonine deaminase,Humans,unknown
DB00114,BE0000518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Humans,unknown
DB00114,BE0000618,"Glycine dehydrogenase (decarboxylating), mitochondrial",Humans,unknown
DB00114,BE0000667,Alanine aminotransferase 1,Humans,unknown
DB00114,BE0000603,Phosphoserine aminotransferase,Humans,unknown
DB00114,BE0000409,"5-aminolevulinate synthase, non-specific, mitochondrial",Humans,unknown
DB00114,BE0000316,Alanine--glyoxylate aminotransferase,Humans,unknown
DB00114,BE0000278,Chronophin,Humans,unknown
DB00114,BE0000441,Serine palmitoyltransferase 1,Humans,unknown
DB00114,BE0000791,Cystathionine gamma-lyase,Humans,unknown
DB00114,BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",Humans,unknown
DB00114,BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",Humans,unknown
DB00114,BE0002149,Pyridoxal phosphate homeostasis protein,Humans,unknown
DB00114,BE0000383,"Aspartate aminotransferase, mitochondrial",Humans,unknown
DB00114,BE0002150,"Glycogen phosphorylase, brain form",Humans,unknown
DB00114,BE0000916,"Glycogen phosphorylase, muscle form",Humans,unknown
DB00114,BE0002151,Aromatic-L-amino-acid decarboxylase,Humans,unknown
DB00114,BE0002154,Serine hydroxymethyltransferase,Humans,unknown
DB00114,BE0000602,Glutamate decarboxylase 2,Humans,unknown
DB00114,BE0002162,Kynurenine--oxoglutarate transaminase 3,Humans,unknown
DB00114,BE0002163,Acidic amino acid decarboxylase GADL1,Humans,unknown
DB00114,BE0004605,Selenocysteine lyase,Humans,unknown
DB00114,BE0004612,Immunoglobulin superfamily member 10,Humans,unknown
DB00114,BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,Humans,unknown
DB00114,BE0000292,"Serine hydroxymethyltransferase, mitochondrial",Humans,unknown
DB00114,BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",Humans,unknown
DB00114,BE0002166,Alanine aminotransferase 2,Humans,unknown
DB00114,BE0002167,Molybdenum cofactor sulfurase,Humans,unknown
DB00114,BE0002168,Serine dehydratase-like,Humans,unknown
DB00114,BE0000388,Serine racemase,Humans,unknown
DB00114,BE0002171,O-phosphoseryl-tRNA(Sec) selenium transferase,Humans,unknown
DB00114,BE0002172,Serine palmitoyltransferase 3,Humans,unknown
DB00114,BE0002173,Glutamic acid decarboxylase,Humans,unknown
DB00114,BE0010222,Aspartate aminotransferase,Humans,unknown
DB00115,BE0000734,Methionine synthase,Humans,yes
DB00115,BE0000777,"Methylmalonyl-CoA mutase, mitochondrial",Humans,yes
DB00115,BE0000763,Methionine synthase reductase,Humans,unknown
DB00115,BE0000320,"Methylmalonic aciduria type A protein, mitochondrial",Humans,unknown
DB00115,BE0002175,Cyanocobalamin reductase / alkylcobalamin dealkylase,Humans,unknown
DB00115,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00116,BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",Humans,unknown
DB00116,BE0000268,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",Humans,unknown
DB00116,BE0000010,"Aminomethyltransferase, mitochondrial",Humans,unknown
DB00116,BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Humans,unknown
DB00116,BE0000734,Methionine synthase,Humans,unknown
DB00116,BE0000822,Formimidoyltransferase-cyclodeaminase,Humans,unknown
DB00116,BE0001240,Bifunctional purine biosynthesis protein ATIC,Humans,unknown
DB00116,BE0000331,"Serine hydroxymethyltransferase, cytosolic",Humans,unknown
DB00116,BE0000292,"Serine hydroxymethyltransferase, mitochondrial",Humans,unknown
DB00116,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00116,BE0002154,Serine hydroxymethyltransferase,Humans,unknown
DB00116,BE0002177,"Methionyl-tRNA formyltransferase, mitochondrial",Humans,unknown
DB00117,BE0000002,Histidine decarboxylase,Humans,unknown
DB00117,BE0000740,"Histidine--tRNA ligase, cytoplasmic",Humans,unknown
DB00117,BE0000285,Sodium-coupled neutral amino acid transporter 3,Humans,unknown
DB00117,BE0000086,Histidine ammonia-lyase,Humans,unknown
DB00118,BE0002089,Catechol O-methyltransferase,Humans,unknown
DB00118,BE0008997,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,Humans,unknown
DB00118,BE0005015,Arsenite methyltransferase,Humans,unknown
DB00118,BE0000372,Glycine N-methyltransferase,Humans,unknown
DB00118,BE0000101,S-adenosylmethionine decarboxylase proenzyme,Humans,unknown
DB00118,BE0000304,S-adenosylmethionine synthase isoform type-2,Humans,unknown
DB00118,BE0000323,Cystathionine beta-synthase,Humans,unknown
DB00118,BE0000407,S-adenosylmethionine synthase isoform type-1,Humans,unknown
DB00119,BE0000535,Carbonic anhydrase 4,Humans,yes
DB00119,BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",Humans,yes
DB00119,BE0000449,Monocarboxylate transporter 4,Humans,unknown
DB00119,BE0000178,Monocarboxylate transporter 8,Humans,unknown
DB00119,BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",Humans,unknown
DB00119,BE0000386,Monocarboxylate transporter 6,Humans,unknown
DB00119,BE0000046,Pyruvate kinase PKLR,Humans,unknown
DB00119,BE0000174,Monocarboxylate transporter 7,Humans,unknown
DB00119,BE0000440,Monocarboxylate transporter 2,Humans,unknown
DB00119,BE0000098,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",Humans,unknown
DB00119,BE0000088,Pyruvate kinase PKM,Humans,unknown
DB00119,BE0000195,Monocarboxylate transporter 5,Humans,unknown
DB00119,BE0000361,Monocarboxylate transporter 3,Humans,unknown
DB00119,BE0000669,Monocarboxylate transporter 1,Humans,unknown
DB00119,BE0000698,"Pyruvate carboxylase, mitochondrial",Humans,unknown
DB00120,BE0000614,Tyrosine 3-monooxygenase,Humans,yes
DB00120,BE0000692,Tyrosine aminotransferase,Humans,unknown
