drugbank_id,interactant_id,polypeptide_id,resource,identifier
DB00104,BE0001069,Q92887,GeneCards,ABCC2
DB00104,BE0001069,Q92887,GenBank Gene Database,U63970
DB00104,BE0001069,Q92887,GenBank Protein Database,1764162
DB00104,BE0001069,Q92887,Guide to Pharmacology,780
DB00104,BE0001069,Q92887,UniProtKB,Q92887
DB00104,BE0001069,Q92887,UniProt Accession,MRP2_HUMAN
DB00107,BE0010032,Q15109,HUGO Gene Nomenclature Committee (HGNC),HGNC:320
DB00107,BE0010032,Q15109,GeneCards,AGER
DB00107,BE0010032,Q15109,Guide to Pharmacology,2843
DB00107,BE0010032,Q15109,UniProtKB,Q15109
DB00107,BE0010032,Q15109,UniProt Accession,RAGE_HUMAN
DB00115,BE0000340,Q9BXJ7,HUGO Gene Nomenclature Committee (HGNC),HGNC:14604
DB00115,BE0000340,Q9BXJ7,GenAtlas,AMN
DB00115,BE0000340,Q9BXJ7,GeneCards,AMN
DB00115,BE0000340,Q9BXJ7,GenBank Gene Database,AF328788
DB00115,BE0000340,Q9BXJ7,GenBank Protein Database,13507259
DB00115,BE0000340,Q9BXJ7,UniProtKB,Q9BXJ7
DB00115,BE0000340,Q9BXJ7,UniProt Accession,AMNLS_HUMAN
DB00115,BE0000238,P20061,HUGO Gene Nomenclature Committee (HGNC),HGNC:11652
DB00115,BE0000238,P20061,GenAtlas,TCN1
DB00115,BE0000238,P20061,GeneCards,TCN1
DB00115,BE0000238,P20061,GenBank Gene Database,J05068
DB00115,BE0000238,P20061,GenBank Protein Database,307479
DB00115,BE0000238,P20061,UniProtKB,P20061
DB00115,BE0000238,P20061,UniProt Accession,TCO1_HUMAN
DB00115,BE0000362,P20062,HUGO Gene Nomenclature Committee (HGNC),HGNC:11653
DB00115,BE0000362,P20062,GenAtlas,TCN2
DB00115,BE0000362,P20062,GeneCards,TCN2
DB00115,BE0000362,P20062,GenBank Gene Database,M60396
DB00115,BE0000362,P20062,GenBank Protein Database,339196
DB00115,BE0000362,P20062,UniProtKB,P20062
DB00115,BE0000362,P20062,UniProt Accession,TCO2_HUMAN
DB00115,BE0004690,P27352,HUGO Gene Nomenclature Committee (HGNC),HGNC:4268
DB00115,BE0004690,P27352,GeneCards,CBLIF
DB00115,BE0004690,P27352,UniProtKB,P27352
DB00115,BE0004690,P27352,UniProt Accession,IF_HUMAN
DB00115,BE0000936,O60494,HUGO Gene Nomenclature Committee (HGNC),HGNC:2548
DB00115,BE0000936,O60494,GenAtlas,CUBN
DB00115,BE0000936,O60494,GeneCards,CUBN
DB00115,BE0000936,O60494,GenBank Gene Database,AF034611
DB00115,BE0000936,O60494,GenBank Protein Database,3929529
DB00115,BE0000936,O60494,UniProtKB,O60494
DB00115,BE0000936,O60494,UniProt Accession,CUBN_HUMAN
DB00115,BE0000942,P98164,HUGO Gene Nomenclature Committee (HGNC),HGNC:6694
DB00115,BE0000942,P98164,GenAtlas,LRP2
DB00115,BE0000942,P98164,GeneCards,LRP2
DB00115,BE0000942,P98164,GenBank Gene Database,U33837
DB00115,BE0000942,P98164,GenBank Protein Database,1809240
DB00115,BE0000942,P98164,UniProtKB,P98164
DB00115,BE0000942,P98164,UniProt Accession,LRP2_HUMAN
DB00115,BE0000785,P33527,HUGO Gene Nomenclature Committee (HGNC),HGNC:51
DB00115,BE0000785,P33527,GenAtlas,ABCC1
DB00115,BE0000785,P33527,GeneCards,ABCC1
DB00115,BE0000785,P33527,GenBank Gene Database,L05628
DB00115,BE0000785,P33527,GenBank Protein Database,1835659
DB00115,BE0000785,P33527,Guide to Pharmacology,779
DB00115,BE0000785,P33527,UniProtKB,P33527
DB00115,BE0000785,P33527,UniProt Accession,MRP1_HUMAN
DB00116,BE0001069,Q92887,HUGO Gene Nomenclature Committee (HGNC),HGNC:53
DB00116,BE0001069,Q92887,GenAtlas,ABCC2
DB00116,BE0001069,Q92887,GeneCards,ABCC2
DB00116,BE0001069,Q92887,GenBank Gene Database,U63970
DB00116,BE0001069,Q92887,GenBank Protein Database,1764162
DB00116,BE0001069,Q92887,Guide to Pharmacology,780
DB00116,BE0001069,Q92887,UniProtKB,Q92887
DB00116,BE0001069,Q92887,UniProt Accession,MRP2_HUMAN
DB00117,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00117,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00117,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00117,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00117,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00117,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00119,BE0000440,O60669,HUGO Gene Nomenclature Committee (HGNC),HGNC:10928
DB00119,BE0000440,O60669,GenAtlas,SLC16A7
DB00119,BE0000440,O60669,GeneCards,SLC16A7
DB00119,BE0000440,O60669,GenBank Gene Database,AF058056
DB00119,BE0000440,O60669,GenBank Protein Database,3047402
DB00119,BE0000440,O60669,Guide to Pharmacology,990
DB00119,BE0000440,O60669,UniProtKB,O60669
DB00119,BE0000440,O60669,UniProt Accession,MOT2_HUMAN
DB00119,BE0000669,P53985,HUGO Gene Nomenclature Committee (HGNC),HGNC:10922
DB00119,BE0000669,P53985,GenAtlas,SLC16A1
DB00119,BE0000669,P53985,GeneCards,SLC16A1
DB00119,BE0000669,P53985,GenBank Gene Database,L31801
DB00119,BE0000669,P53985,GenBank Protein Database,561722
DB00119,BE0000669,P53985,Guide to Pharmacology,988
DB00119,BE0000669,P53985,UniProtKB,P53985
DB00119,BE0000669,P53985,UniProt Accession,MOT1_HUMAN
DB00119,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00119,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00119,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00119,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00119,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00119,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00119,BE0003655,Q92959,HUGO Gene Nomenclature Committee (HGNC),HGNC:10955
DB00119,BE0003655,Q92959,GeneCards,SLCO2A1
DB00119,BE0003655,Q92959,GenBank Gene Database,U70867
DB00119,BE0003655,Q92959,GenBank Protein Database,1617590
DB00119,BE0003655,Q92959,UniProtKB,Q92959
DB00119,BE0003655,Q92959,UniProt Accession,SO2A1_HUMAN
DB00119,BE0000449,O15427,HUGO Gene Nomenclature Committee (HGNC),HGNC:10924
DB00119,BE0000449,O15427,GenAtlas,SLC16A3
DB00119,BE0000449,O15427,GeneCards,SLC16A3
DB00119,BE0000449,O15427,GenBank Gene Database,U81800
DB00119,BE0000449,O15427,GenBank Protein Database,2463634
DB00119,BE0000449,O15427,Guide to Pharmacology,989
DB00119,BE0000449,O15427,UniProtKB,O15427
DB00119,BE0000449,O15427,UniProt Accession,MOT4_HUMAN
DB00120,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00120,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00120,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00120,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00120,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00120,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00121,BE0000094,Q9Y289,HUGO Gene Nomenclature Committee (HGNC),HGNC:11041
DB00121,BE0000094,Q9Y289,GenAtlas,SLC5A6
DB00121,BE0000094,Q9Y289,GeneCards,SLC5A6
DB00121,BE0000094,Q9Y289,GenBank Gene Database,AF116241
DB00121,BE0000094,Q9Y289,GenBank Protein Database,5006439
DB00121,BE0000094,Q9Y289,UniProtKB,Q9Y289
DB00121,BE0000094,Q9Y289,UniProt Accession,SC5A6_HUMAN
DB00121,BE0004708,Q8N695,HUGO Gene Nomenclature Committee (HGNC),HGNC:19119
DB00121,BE0004708,Q8N695,GeneCards,SLC5A8
DB00121,BE0004708,Q8N695,Guide to Pharmacology,922
DB00121,BE0004708,Q8N695,UniProtKB,Q8N695
DB00121,BE0004708,Q8N695,UniProt Accession,SC5A8_HUMAN
DB00122,BE0003647,O15244,HUGO Gene Nomenclature Committee (HGNC),HGNC:10966
DB00122,BE0003647,O15244,GeneCards,SLC22A2
DB00122,BE0003647,O15244,GenBank Gene Database,X98333
DB00122,BE0003647,O15244,GenBank Protein Database,2281942
DB00122,BE0003647,O15244,Guide to Pharmacology,1020
DB00122,BE0003647,O15244,UniProtKB,O15244
DB00122,BE0003647,O15244,UniProt Accession,S22A2_HUMAN
DB00122,BE0003648,O15245,HUGO Gene Nomenclature Committee (HGNC),HGNC:10963
DB00122,BE0003648,O15245,GeneCards,SLC22A1
DB00122,BE0003648,O15245,GenBank Gene Database,X98332
DB00122,BE0003648,O15245,GenBank Protein Database,2511670
DB00122,BE0003648,O15245,Guide to Pharmacology,1019
DB00122,BE0003648,O15245,UniProtKB,O15245
DB00122,BE0003648,O15245,UniProt Accession,S22A1_HUMAN
DB00122,BE0003650,O75751,HUGO Gene Nomenclature Committee (HGNC),HGNC:10967
DB00122,BE0003650,O75751,GeneCards,SLC22A3
DB00122,BE0003650,O75751,GenBank Gene Database,AJ001417
DB00122,BE0003650,O75751,GenBank Protein Database,3581982
DB00122,BE0003650,O75751,Guide to Pharmacology,1021
DB00122,BE0003650,O75751,UniProtKB,O75751
DB00122,BE0003650,O75751,UniProt Accession,S22A3_HUMAN
DB00122,BE0000106,O76082,HUGO Gene Nomenclature Committee (HGNC),HGNC:10969
DB00122,BE0000106,O76082,GenAtlas,SLC22A5
DB00122,BE0000106,O76082,GeneCards,SLC22A5
DB00122,BE0000106,O76082,GenBank Gene Database,AF057164
DB00122,BE0000106,O76082,GenBank Protein Database,3273741
DB00122,BE0000106,O76082,UniProtKB,O76082
DB00122,BE0000106,O76082,UniProt Accession,S22A5_HUMAN
DB00122,BE0000757,Q9H015,HUGO Gene Nomenclature Committee (HGNC),HGNC:10968
DB00122,BE0000757,Q9H015,GenAtlas,SLC22A4
DB00122,BE0000757,Q9H015,GeneCards,SLC22A4
DB00122,BE0000757,Q9H015,GenBank Gene Database,AB007448
DB00122,BE0000757,Q9H015,GenBank Protein Database,2605501
DB00122,BE0000757,Q9H015,UniProtKB,Q9H015
DB00122,BE0000757,Q9H015,UniProt Accession,S22A4_HUMAN
DB00122,BE0001059,Q8WWI5,HUGO Gene Nomenclature Committee (HGNC),HGNC:18798
DB00122,BE0001059,Q8WWI5,GenAtlas,SLC44A1
DB00122,BE0001059,Q8WWI5,GeneCards,SLC44A1
DB00122,BE0001059,Q8WWI5,GenBank Gene Database,AJ245620
DB00122,BE0001059,Q8WWI5,GenBank Protein Database,19571182
DB00122,BE0001059,Q8WWI5,Guide to Pharmacology,1204
DB00122,BE0001059,Q8WWI5,UniProtKB,Q8WWI5
DB00122,BE0001059,Q8WWI5,UniProt Accession,CTL1_HUMAN
DB00122,BE0002182,Q53GD3,HUGO Gene Nomenclature Committee (HGNC),HGNC:13941
DB00122,BE0002182,Q53GD3,GenAtlas,SLC44A4
DB00122,BE0002182,Q53GD3,GeneCards,SLC44A4
DB00122,BE0002182,Q53GD3,GenBank Gene Database,AK027397
DB00122,BE0002182,Q53GD3,GenBank Protein Database,14042044
DB00122,BE0002182,Q53GD3,UniProtKB,Q53GD3
DB00122,BE0002182,Q53GD3,UniProt Accession,CTL4_HUMAN
DB00122,BE0002183,Q8IWA5,HUGO Gene Nomenclature Committee (HGNC),HGNC:17292
DB00122,BE0002183,Q8IWA5,GenAtlas,SLC44A2
DB00122,BE0002183,Q8IWA5,GeneCards,SLC44A2
DB00122,BE0002183,Q8IWA5,GenBank Gene Database,AJ245621
DB00122,BE0002183,Q8IWA5,GenBank Protein Database,6996444
DB00122,BE0002183,Q8IWA5,UniProtKB,Q8IWA5
DB00122,BE0002183,Q8IWA5,UniProt Accession,CTL2_HUMAN
DB00122,BE0002184,Q8N4M1,HUGO Gene Nomenclature Committee (HGNC),HGNC:28689
DB00122,BE0002184,Q8N4M1,GenAtlas,SLC44A3
DB00122,BE0002184,Q8N4M1,GeneCards,SLC44A3
DB00122,BE0002184,Q8N4M1,GenBank Gene Database,AC093429
DB00122,BE0002184,Q8N4M1,UniProtKB,Q8N4M1
DB00122,BE0002184,Q8N4M1,UniProt Accession,CTL3_HUMAN
DB00122,BE0000696,Q9GZV3,HUGO Gene Nomenclature Committee (HGNC),HGNC:14025
DB00122,BE0000696,Q9GZV3,GenAtlas,SLC5A7
DB00122,BE0000696,Q9GZV3,GeneCards,SLC5A7
DB00122,BE0000696,Q9GZV3,GenBank Gene Database,AF276871
DB00122,BE0000696,Q9GZV3,GenBank Protein Database,10998442
DB00122,BE0000696,Q9GZV3,Guide to Pharmacology,914
DB00122,BE0000696,Q9GZV3,UniProtKB,Q9GZV3
DB00122,BE0000696,Q9GZV3,UniProt Accession,SC5A7_HUMAN
DB00123,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00123,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00123,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00123,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00123,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00123,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00123,BE0000757,Q9H015,HUGO Gene Nomenclature Committee (HGNC),HGNC:10968
DB00123,BE0000757,Q9H015,GenAtlas,SLC22A4
DB00123,BE0000757,Q9H015,GeneCards,SLC22A4
DB00123,BE0000757,Q9H015,GenBank Gene Database,AB007448
DB00123,BE0000757,Q9H015,GenBank Protein Database,2605501
DB00123,BE0000757,Q9H015,UniProtKB,Q9H015
DB00123,BE0000757,Q9H015,UniProt Accession,S22A4_HUMAN
DB00125,BE0000106,O76082,HUGO Gene Nomenclature Committee (HGNC),HGNC:10969
DB00125,BE0000106,O76082,GenAtlas,SLC22A5
DB00125,BE0000106,O76082,GeneCards,SLC22A5
DB00125,BE0000106,O76082,GenBank Gene Database,AF057164
DB00125,BE0000106,O76082,GenBank Protein Database,3273741
DB00125,BE0000106,O76082,UniProtKB,O76082
DB00125,BE0000106,O76082,UniProt Accession,S22A5_HUMAN
DB00125,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00125,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00125,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00125,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00125,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00125,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00125,BE0000757,Q9H015,HUGO Gene Nomenclature Committee (HGNC),HGNC:10968
DB00125,BE0000757,Q9H015,GenAtlas,SLC22A4
DB00125,BE0000757,Q9H015,GeneCards,SLC22A4
DB00125,BE0000757,Q9H015,GenBank Gene Database,AB007448
DB00125,BE0000757,Q9H015,GenBank Protein Database,2605501
DB00125,BE0000757,Q9H015,UniProtKB,Q9H015
DB00125,BE0000757,Q9H015,UniProt Accession,S22A4_HUMAN
DB00126,BE0000168,Q9UHI7,HUGO Gene Nomenclature Committee (HGNC),HGNC:10974
DB00126,BE0000168,Q9UHI7,GenAtlas,SLC23A1
DB00126,BE0000168,Q9UHI7,GeneCards,SLC23A1
DB00126,BE0000168,Q9UHI7,GenBank Gene Database,AF058317
DB00126,BE0000168,Q9UHI7,GenBank Protein Database,3789785
DB00126,BE0000168,Q9UHI7,Guide to Pharmacology,1041
DB00126,BE0000168,Q9UHI7,UniProtKB,Q9UHI7
DB00126,BE0000168,Q9UHI7,UniProt Accession,S23A1_HUMAN
DB00126,BE0009869,Q9UGH3,HUGO Gene Nomenclature Committee (HGNC),HGNC:10973
DB00126,BE0009869,Q9UGH3,GeneCards,SLC23A2
DB00126,BE0009869,Q9UGH3,UniProtKB,Q9UGH3
DB00126,BE0009869,Q9UGH3,UniProt Accession,S23A2_HUMAN
DB00126,BE0001057,P11166,HUGO Gene Nomenclature Committee (HGNC),HGNC:11005
DB00126,BE0001057,P11166,GenAtlas,SLC2A1
DB00126,BE0001057,P11166,GeneCards,SLC2A1
DB00126,BE0001057,P11166,GenBank Gene Database,K03195
DB00126,BE0001057,P11166,GenBank Protein Database,183303
DB00126,BE0001057,P11166,Guide to Pharmacology,875
DB00126,BE0001057,P11166,UniProtKB,P11166
DB00126,BE0001057,P11166,UniProt Accession,GTR1_HUMAN
DB00126,BE0004707,P11169,HUGO Gene Nomenclature Committee (HGNC),HGNC:11007
DB00126,BE0004707,P11169,GeneCards,SLC2A3
DB00126,BE0004707,P11169,UniProtKB,P11169
DB00126,BE0004707,P11169,UniProt Accession,GTR3_HUMAN
DB00126,BE0000893,P14672,HUGO Gene Nomenclature Committee (HGNC),HGNC:11009
DB00126,BE0000893,P14672,GenAtlas,SLC2A4
DB00126,BE0000893,P14672,GeneCards,SLC2A4
DB00126,BE0000893,P14672,GenBank Gene Database,M20747
DB00126,BE0000893,P14672,GenBank Protein Database,307076
DB00126,BE0000893,P14672,UniProtKB,P14672
DB00126,BE0000893,P14672,UniProt Accession,GLUT4_HUMAN
DB00127,BE0000757,Q9H015,HUGO Gene Nomenclature Committee (HGNC),HGNC:10968
DB00127,BE0000757,Q9H015,GenAtlas,SLC22A4
DB00127,BE0000757,Q9H015,GeneCards,SLC22A4
DB00127,BE0000757,Q9H015,GenBank Gene Database,AB007448
DB00127,BE0000757,Q9H015,GenBank Protein Database,2605501
DB00127,BE0000757,Q9H015,UniProtKB,Q9H015
DB00127,BE0000757,Q9H015,UniProt Accession,S22A4_HUMAN
DB00127,BE0003648,O15245,HUGO Gene Nomenclature Committee (HGNC),HGNC:10963
DB00127,BE0003648,O15245,GeneCards,SLC22A1
DB00127,BE0003648,O15245,GenBank Gene Database,X98332
DB00127,BE0003648,O15245,GenBank Protein Database,2511670
DB00127,BE0003648,O15245,Guide to Pharmacology,1019
DB00127,BE0003648,O15245,UniProtKB,O15245
DB00127,BE0003648,O15245,UniProt Accession,S22A1_HUMAN
DB00128,BE0003654,Q8TF71,HUGO Gene Nomenclature Committee (HGNC),HGNC:17027
DB00128,BE0003654,Q8TF71,GeneCards,SLC16A10
DB00128,BE0003654,Q8TF71,GenBank Gene Database,AB057445
DB00128,BE0003654,Q8TF71,GenBank Protein Database,18640047
DB00128,BE0003654,Q8TF71,UniProtKB,Q8TF71
DB00128,BE0003654,Q8TF71,UniProt Accession,MOT10_HUMAN
DB00130,BE0009870,Q9H2H9,HUGO Gene Nomenclature Committee (HGNC),HGNC:13447
DB00130,BE0009870,Q9H2H9,GeneCards,SLC38A1
DB00130,BE0009870,Q9H2H9,UniProtKB,Q9H2H9
DB00130,BE0009870,Q9H2H9,UniProt Accession,S38A1_HUMAN
DB00130,BE0009871,Q96QD8,HUGO Gene Nomenclature Committee (HGNC),HGNC:13448
DB00130,BE0009871,Q96QD8,GeneCards,SLC38A2
DB00130,BE0009871,Q96QD8,UniProtKB,Q96QD8
DB00130,BE0009871,Q96QD8,UniProt Accession,S38A2_HUMAN
DB00130,BE0000285,Q99624,HUGO Gene Nomenclature Committee (HGNC),HGNC:18044
DB00130,BE0000285,Q99624,GenAtlas,SLC38A3
DB00130,BE0000285,Q99624,GeneCards,SLC38A3
DB00130,BE0000285,Q99624,GenBank Gene Database,AF244548
DB00130,BE0000285,Q99624,GenBank Protein Database,10242111
DB00130,BE0000285,Q99624,UniProtKB,Q99624
DB00130,BE0000285,Q99624,UniProt Accession,S38A3_HUMAN
DB00130,BE0000236,Q15758,HUGO Gene Nomenclature Committee (HGNC),HGNC:10943
DB00130,BE0000236,Q15758,GenAtlas,SLC1A5
