drugbank_id,interactant_id,polypeptide_id,identifier,name
DB00030,BE0001147,P48745,PF00093,VWC
DB00030,BE0001147,P48745,PF00219,IGFBP
DB00030,BE0001147,P48745,PF00007,Cys_knot
DB00030,BE0001147,P48745,PF19035,TSP1_CCN
DB00030,BE0000942,P98164,PF00057,Ldl_recept_a
DB00030,BE0000942,P98164,PF00058,Ldl_recept_b
DB00030,BE0000942,P98164,PF12662,cEGF
DB00030,BE0000942,P98164,PF14670,FXa_inhibition
DB00030,BE0000942,P98164,PF07645,EGF_CA
DB00030,BE0002126,Q16270,PF00219,IGFBP
DB00030,BE0002126,Q16270,PF07648,Kazal_2
DB00030,BE0002126,Q16270,PF07679,I-set
DB00031,BE0000211,P00747,PF00051,Kringle
DB00031,BE0000211,P00747,PF00089,Trypsin
DB00031,BE0000211,P00747,PF00024,PAN_1
DB00032,BE0000387,P23945,PF00001,7tm_1
DB00032,BE0000387,P23945,PF01462,LRRNT
DB00032,BE0000387,P23945,PF12369,GnHR_trans
DB00032,BE0000387,P23945,PF13306,LRR_5
DB00032,BE0000134,P22888,PF00001,7tm_1
DB00032,BE0000134,P22888,PF13306,LRR_5
DB00033,BE0000711,P15260,PF01108,Tissue_fac
DB00033,BE0000711,P15260,PF20634,IFNGR1_transm
DB00033,BE0000711,P15260,PF07140,IFNGR1_D2
DB00033,BE0000467,P38484,PF01108,Tissue_fac
DB00033,BE0000467,P38484,PF09294,Interfer-bind
DB00034,BE0000661,P17181,PF01108,Tissue_fac
DB00034,BE0000661,P17181,PF09294,Interfer-bind
DB00034,BE0000385,P48551,PF01108,Tissue_fac
DB00034,BE0000385,P48551,PF09294,Interfer-bind
DB00035,BE0000844,P30559,PF00001,7tm_1
DB00035,BE0000293,P30518,PF00001,7tm_1
DB00035,BE0000165,P37288,PF00001,7tm_1
DB00035,BE0000165,P37288,PF08983,V1R_C
DB00035,BE0000773,P47901,PF00001,7tm_1
DB00036,BE0000216,P00742,PF00089,Trypsin
DB00036,BE0000216,P00742,PF14670,FXa_inhibition
DB00036,BE0000216,P00742,PF00008,EGF
DB00036,BE0000216,P00742,PF00594,Gla
DB00036,BE0001178,P13726,PF01108,Tissue_fac
DB00036,BE0001178,P13726,PF09294,Interfer-bind
DB00039,BE0002131,P11362,PF07679,I-set
DB00039,BE0002131,P11362,PF00047,ig
DB00039,BE0002131,P11362,PF07714,PK_Tyr_Ser-Thr
DB00039,BE0001031,P98160,PF00057,Ldl_recept_a
DB00039,BE0001031,P98160,PF00052,Laminin_B
DB00039,BE0001031,P98160,PF00053,Laminin_EGF
DB00039,BE0001031,P98160,PF00008,EGF
DB00039,BE0001031,P98160,PF07679,I-set
DB00039,BE0001031,P98160,PF13895,Ig_2
DB00039,BE0001031,P98160,PF00054,Laminin_G_1
DB00039,BE0001031,P98160,PF13927,Ig_3
DB00040,BE0000527,P47871,PF00002,7tm_2
DB00040,BE0000527,P47871,PF02793,HRM
DB00040,BE0002134,O95838,PF00002,7tm_2
DB00040,BE0002134,O95838,PF02793,HRM
DB00040,BE0000857,P43220,PF00002,7tm_2
DB00040,BE0000857,P43220,PF02793,HRM
DB00041,BE0000651,P14784,PF18707,IL2RB_N1
DB00041,BE0000658,P01589,PF00084,Sushi
DB00041,BE0002102,P31785,PF21605,CRLF2-like_D2
DB00041,BE0002102,P31785,PF22012,TSLPR_D1
DB00042,BE0002137,P63027,PF00957,Synaptobrevin
DB00042,BE0002136,P23763,PF00957,Synaptobrevin
DB00042,BE0002138,Q8N9I0,PF00168,C2
DB00043,BE0010138,P01854,PF07654,C1-set
DB00044,BE0000134,P22888,PF00001,7tm_1
DB00044,BE0000134,P22888,PF13306,LRR_5
DB00045,BE0001164,O60603,PF13855,LRR_8
DB00045,BE0001164,O60603,PF00560,LRR_1
DB00045,BE0001164,O60603,PF01463,LRRCT
DB00045,BE0001164,O60603,PF01582,TIR
DB00046,BE0000033,P06213,PF00757,Furin-like
DB00046,BE0000033,P06213,PF01030,Recep_L_domain
DB00046,BE0000033,P06213,PF17870,Insulin_TMD
DB00046,BE0000033,P06213,PF00041,fn3
DB00046,BE0000033,P06213,PF07714,PK_Tyr_Ser-Thr
DB00046,BE0000858,P08069,PF00757,Furin-like
DB00046,BE0000858,P08069,PF01030,Recep_L_domain
DB00046,BE0000858,P08069,PF07714,PK_Tyr_Ser-Thr
DB00047,BE0000033,P06213,PF00757,Furin-like
DB00047,BE0000033,P06213,PF01030,Recep_L_domain
DB00047,BE0000033,P06213,PF17870,Insulin_TMD
DB00047,BE0000033,P06213,PF00041,fn3
DB00047,BE0000033,P06213,PF07714,PK_Tyr_Ser-Thr
DB00047,BE0000858,P08069,PF00757,Furin-like
DB00047,BE0000858,P08069,PF01030,Recep_L_domain
DB00047,BE0000858,P08069,PF07714,PK_Tyr_Ser-Thr
DB00048,BE0000025,P02452,PF01410,COLFI
DB00048,BE0000025,P02452,PF01391,Collagen
DB00048,BE0000025,P02452,PF00093,VWC
DB00048,BE0002140,P02458,PF01410,COLFI
DB00048,BE0002140,P02458,PF01391,Collagen
DB00048,BE0002140,P02458,PF00093,VWC
DB00048,BE0002130,P02461,PF01410,COLFI
DB00048,BE0002130,P02461,PF01391,Collagen
DB00048,BE0002130,P02461,PF00093,VWC
DB00050,BE0000203,P30968,PF00001,7tm_1
DB00050,BE0000134,P22888,PF00001,7tm_1
DB00050,BE0000134,P22888,PF13306,LRR_5
DB00051,BE0000704,P01375,PF00229,TNF
DB00052,BE0000075,P10912,PF09067,EpoR_lig-bind
DB00052,BE0000075,P10912,PF12772,GHBP
DB00052,BE0000075,P10912,PF00041,fn3
DB00052,BE0000345,P16471,PF09067,EpoR_lig-bind
DB00054,BE0001155,P05106,PF07974,EGF_2
DB00054,BE0001155,P05106,PF00362,Integrin_beta
DB00054,BE0001155,P05106,PF08725,Integrin_b_cyt
DB00054,BE0001155,P05106,PF07965,Integrin_B_tail
DB00054,BE0001155,P05106,PF18372,I-EGF_1
DB00054,BE0001155,P05106,PF17205,PSI_integrin
DB00054,BE0000439,P08514,PF01839,FG-GAP
DB00054,BE0000439,P08514,PF00357,Integrin_alpha
DB00054,BE0000439,P08514,PF20805,Integrin_A_Ig_2
DB00054,BE0000439,P08514,PF20806,Integrin_A_Ig_3
DB00054,BE0000439,P08514,PF08441,Integrin_A_Ig_1
DB00054,BE0002098,P12318,PF13895,Ig_2
DB00054,BE0002099,P31994,PF13895,Ig_2
DB00054,BE0001068,P04004,PF00045,Hemopexin
DB00054,BE0001068,P04004,PF01033,Somatomedin_B
DB00055,BE0000016,P00451,PF07731,Cu-oxidase_2
DB00055,BE0000016,P00451,PF07732,Cu-oxidase_3
DB00055,BE0000016,P00451,PF00754,F5_F8_type_C
DB00055,BE0000041,P12259,PF07732,Cu-oxidase_3
DB00055,BE0000041,P12259,PF00754,F5_F8_type_C
DB00055,BE0000240,P05121,PF00079,Serpin
DB00055,BE0001151,P07204,PF00059,Lectin_C
DB00055,BE0001151,P07204,PF09064,Tme5_EGF_like
DB00055,BE0001151,P07204,PF12662,cEGF
DB00055,BE0001151,P07204,PF14670,FXa_inhibition
DB00055,BE0001151,P07204,PF07645,EGF_CA
DB00055,BE0000943,P07225,PF02210,Laminin_G_2
DB00055,BE0000943,P07225,PF14670,FXa_inhibition
DB00055,BE0000943,P07225,PF07645,EGF_CA
DB00055,BE0000943,P07225,PF00054,Laminin_G_1
DB00055,BE0000943,P07225,PF00594,Gla
DB00055,BE0000943,P07225,PF12661,hEGF
DB00055,BE0000048,P00734,PF00051,Kringle
DB00055,BE0000048,P00734,PF00089,Trypsin
DB00055,BE0000048,P00734,PF09396,Thrombin_light
DB00055,BE0000048,P00734,PF00594,Gla
DB00055,BE0001129,P02776,PF00048,IL8
DB00055,BE0002112,P05154,PF00079,Serpin
DB00055,BE0002142,P35237,PF00079,Serpin
DB00055,BE0001161,Q9UNN8,PF16497,MHC_I_3
DB00056,BE0000674,P20138,PF07686,V-set
DB00056,BE0000674,P20138,PF00047,ig
DB00056,BE0000901,O75015,PF13895,Ig_2
DB00056,BE0002097,P08637,PF13895,Ig_2
DB00056,BE0000710,P12314,PF13895,Ig_2
DB00056,BE0000710,P12314,PF00047,ig
DB00056,BE0000710,P12314,PF13927,Ig_3
DB00058,BE0000394,P08246,PF00089,Trypsin
DB00060,BE0000661,P17181,PF01108,Tissue_fac
DB00060,BE0000661,P17181,PF09294,Interfer-bind
DB00060,BE0000385,P48551,PF01108,Tissue_fac
DB00060,BE0000385,P48551,PF09294,Interfer-bind
DB00061,BE0000917,P62993,PF00018,SH3_1
DB00061,BE0000917,P62993,PF00017,SH2
DB00063,BE0001155,P05106,PF07974,EGF_2
DB00063,BE0001155,P05106,PF00362,Integrin_beta
DB00063,BE0001155,P05106,PF08725,Integrin_b_cyt
DB00063,BE0001155,P05106,PF07965,Integrin_B_tail
DB00063,BE0001155,P05106,PF18372,I-EGF_1
DB00063,BE0001155,P05106,PF17205,PSI_integrin
DB00063,BE0000439,P08514,PF01839,FG-GAP
DB00063,BE0000439,P08514,PF00357,Integrin_alpha
DB00063,BE0000439,P08514,PF20805,Integrin_A_Ig_2
DB00063,BE0000439,P08514,PF20806,Integrin_A_Ig_3
DB00063,BE0000439,P08514,PF08441,Integrin_A_Ig_1
DB00063,BE0009351,A0A024R8I1,PF00520,Ion_trans
DB00063,BE0009351,Q00975,PF00520,Ion_trans
DB00063,BE0009351,Q00975,PF08763,Ca_chan_IQ
DB00063,BE0009351,Q00975,PF16905,GPHH
DB00065,BE0000704,P01375,PF00229,TNF
DB00066,BE0000387,P23945,PF00001,7tm_1
DB00066,BE0000387,P23945,PF01462,LRRNT
DB00066,BE0000387,P23945,PF12369,GnHR_trans
DB00066,BE0000387,P23945,PF13306,LRR_5
DB00067,BE0000293,P30518,PF00001,7tm_1
DB00067,BE0000165,P37288,PF00001,7tm_1
DB00067,BE0000165,P37288,PF08983,V1R_C
DB00067,BE0000773,P47901,PF00001,7tm_1
DB00067,BE0000844,P30559,PF00001,7tm_1
DB00068,BE0000661,P17181,PF01108,Tissue_fac
DB00068,BE0000661,P17181,PF09294,Interfer-bind
DB00068,BE0000385,P48551,PF01108,Tissue_fac
DB00068,BE0000385,P48551,PF09294,Interfer-bind
DB00069,BE0000661,P17181,PF01108,Tissue_fac
DB00069,BE0000661,P17181,PF09294,Interfer-bind
DB00069,BE0000385,P48551,PF01108,Tissue_fac
DB00069,BE0000385,P48551,PF09294,Interfer-bind
DB00070,BE0000984,P01137,PF00019,TGF_beta
DB00070,BE0000984,P01137,PF00688,TGFb_propeptide
DB00071,BE0000033,P06213,PF00757,Furin-like
DB00071,BE0000033,P06213,PF01030,Recep_L_domain
DB00071,BE0000033,P06213,PF17870,Insulin_TMD
DB00071,BE0000033,P06213,PF00041,fn3
DB00071,BE0000033,P06213,PF07714,PK_Tyr_Ser-Thr
DB00071,BE0000858,P08069,PF00757,Furin-like
DB00071,BE0000858,P08069,PF01030,Recep_L_domain
DB00071,BE0000858,P08069,PF07714,PK_Tyr_Ser-Thr
DB00072,BE0000511,P04626,PF00757,Furin-like
DB00072,BE0000511,P04626,PF01030,Recep_L_domain
DB00072,BE0000511,P04626,PF14843,GF_recep_IV
DB00072,BE0000511,P04626,PF21314,TM_ErbB1
DB00072,BE0000511,P04626,PF07714,PK_Tyr_Ser-Thr
DB00073,BE0000066,P11836,PF04103,CD20
DB00074,BE0000658,P01589,PF00084,Sushi
DB00074,BE0000651,P14784,PF18707,IL2RB_N1
DB00075,BE0003456,P04234,PF02189,ITAM
DB00075,BE0003456,P04234,PF16680,Ig_4
DB00075,BE0000274,P07766,PF02189,ITAM
DB00075,BE0000274,P07766,PF16681,Ig_5
DB00075,BE0003457,P09693,PF02189,ITAM
DB00075,BE0003457,P09693,PF16680,Ig_4
DB00075,BE0003458,P20963,PF02189,ITAM
DB00075,BE0003458,P20963,PF11628,TCR_zetazeta
DB00075,BE0000901,O75015,PF13895,Ig_2
DB00078,BE0000066,P11836,PF04103,CD20
DB00080,BE0000803,P0AC13,PF00809,Pterin_bind
DB00081,BE0000066,P11836,PF04103,CD20
DB00081,BE0002099,P31994,PF13895,Ig_2
DB00082,BE0000075,P10912,PF09067,EpoR_lig-bind
DB00082,BE0000075,P10912,PF12772,GHBP
DB00082,BE0000075,P10912,PF00041,fn3
DB00083,BE0000390,P60880,PF00835,SNAP-25
DB00083,BE0003572,P62745,PF00071,Ras
DB00086,BE0000211,P00747,PF00051,Kringle
DB00086,BE0000211,P00747,PF00089,Trypsin
DB00086,BE0000211,P00747,PF00024,PAN_1
DB00086,BE0000928,P25116,PF00001,7tm_1
DB00087,BE0000083,P31358,PF15116,CD52
DB00087,BE0000901,O75015,PF13895,Ig_2
DB00087,BE0002097,P08637,PF13895,Ig_2
DB00087,BE0000710,P12314,PF13895,Ig_2
DB00087,BE0000710,P12314,PF00047,ig
DB00087,BE0000710,P12314,PF13927,Ig_3
DB00087,BE0002098,P12318,PF13895,Ig_2
DB00087,BE0002099,P31994,PF13895,Ig_2
DB00087,BE0002100,P31995,PF13895,Ig_2
DB00089,BE0000568,Q04609,PF02225,PA
DB00089,BE0000568,Q04609,PF04389,Peptidase_M28
DB00089,BE0000568,Q04609,PF04253,TFR_dimer
DB00091,BE0000379,P49069,PF14963,Get2_like
DB00091,BE0004238,Q08209,PF00149,Metallophos
DB00091,BE0002143,Q96LZ3,PF13499,EF-hand_7
DB00091,BE0001014,P62937,PF00160,Pro_isomerase
DB00091,BE0001399,P30405,PF00160,Pro_isomerase
DB00092,BE0000719,P06729,PF05790,C2-set
DB00092,BE0000719,P06729,PF07686,V-set
DB00092,BE0002097,P08637,PF13895,Ig_2
DB00092,BE0000901,O75015,PF13895,Ig_2
DB00093,BE0000165,P37288,PF00001,7tm_1
DB00093,BE0000165,P37288,PF08983,V1R_C
DB00094,BE0000387,P23945,PF00001,7tm_1
DB00094,BE0000387,P23945,PF01462,LRRNT
DB00094,BE0000387,P23945,PF12369,GnHR_trans
DB00094,BE0000387,P23945,PF13306,LRR_5
DB00095,BE0009967,P20702,PF01839,FG-GAP
DB00095,BE0009967,P20702,PF00357,Integrin_alpha
DB00095,BE0009967,P20702,PF00092,VWA
DB00095,BE0009967,P20702,PF20805,Integrin_A_Ig_2
DB00095,BE0009967,P20702,PF21520,ITGAX-like_Ig_3
DB00095,BE0009967,P20702,PF08441,Integrin_A_Ig_1
DB00095,BE0000516,P20701,PF01839,FG-GAP
DB00095,BE0000516,P20701,PF00357,Integrin_alpha
DB00095,BE0000516,P20701,PF00092,VWA
DB00095,BE0000516,P20701,PF20805,Integrin_A_Ig_2
DB00095,BE0000516,P20701,PF08441,Integrin_A_Ig_1
DB00097,BE0000387,P23945,PF00001,7tm_1
DB00097,BE0000387,P23945,PF01462,LRRNT
DB00097,BE0000387,P23945,PF12369,GnHR_trans
DB00097,BE0000387,P23945,PF13306,LRR_5
DB00097,BE0000134,P22888,PF00001,7tm_1
DB00097,BE0000134,P22888,PF13306,LRR_5
DB00098,BE0003573,Q95460,PF07654,C1-set
DB00098,BE0003573,Q95460,PF00129,MHC_I
DB00098,BE0000516,P20701,PF01839,FG-GAP
DB00098,BE0000516,P20701,PF00357,Integrin_alpha
DB00098,BE0000516,P20701,PF00092,VWA
DB00098,BE0000516,P20701,PF20805,Integrin_A_Ig_2
DB00098,BE0000516,P20701,PF08441,Integrin_A_Ig_1
